ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
20:53:25,server_1,92.22,90.17,888.3,892.83,115.81
20:53:25,server_2,92.82,81.66,955.82,879.12,76.4
20:53:25,server_3,96.66,27.13,985.11,863.57,87.25
20:53:25,server_4,32.68,32.7,391.44,277.14,38.96
20:53:25,server_10,8.69,96.76,124.98,114.25,116.91
20:53:25,server_6,64.88,72.35,597.4,736.05,6.07
20:53:25,server_7,19.9,93.21,207.57,230.03,116.79
20:53:25,server_8,57.11,51.54,4229.63,4016.21,1247.32
20:53:25,server_5,54.42,29.17,509.3,593.85,107.26
20:53:30,server_20,39.68,41.4,196.79,106.21,6429.76
20:53:30,server_19,58.74,37.62,10804.97,11912.47,185.96
20:53:30,server_18,85.74,96.2,810.92,978.45,143.97
20:53:30,server_17,77.57,58.59,14470.86,12742.09,171.83
20:53:30,server_16,68.3,65.94,670.98,854.62,20.58
20:53:30,server_15,91.46,97.75,917.4,1205.13,120.37
20:53:30,server_14,55.23,62.82,535.96,799.68,0.0
20:53:30,server_12,2.1,95.28,44.21,43.32,31.36
20:53:30,server_11,47.18,52.78,453.71,340.21,95.35
20:53:30,server_13,91.02,94.63,866.57,1021.59,85.38
20:53:30,server_9,56.86,32.02,12234.45,12679.81,18.83
20:53:30,server_8,97.97,24.37,936.47,896.76,38.6
20:53:30,server_7,94.95,94.88,873.52,932.57,140.75
20:53:30,server_6,36.52,41.85,380.85,399.34,0.0
20:53:30,server_5,34.44,32.83,287.2,388.02,0.0
20:53:30,server_4,72.56,55.21,15294.72,17166.45,10.7
20:53:30,server_3,53.2,55.17,567.64,482.96,5.81
20:53:30,server_2,25.69,45.44,286.32,161.98,47.93
20:53:30,server_10,26.12,49.41,158.38,233.37,3469.76
20:53:30,server_1,89.95,18.39,892.31,785.87,0.0
20:53:35,server_13,45.27,49.57,421.18,443.7,118.39
20:53:35,server_14,92.0,81.64,833.77,1070.32,116.74
20:53:35,server_15,60.88,78.14,606.52,825.39,118.3
20:53:35,server_16,97.42,24.54,929.96,528.95,74.03
20:53:35,server_20,31.53,31.85,292.94,173.48,104.51
20:53:35,server_18,92.83,83.42,947.31,590.82,110.65
20:53:35,server_19,94.98,86.8,963.84,742.94,53.88
20:53:35,server_12,29.65,93.14,226.98,166.48,138.9
20:53:35,server_17,40.22,60.72,3585.52,3600.7,1997.06
20:53:35,server_11,53.03,49.88,3755.78,3593.9,922.16
20:53:35,server_3,98.91,24.64,968.33,525.45,175.75
20:53:35,server_9,61.9,35.27,12585.02,11858.92,86.55
20:53:35,server_8,92.72,96.96,965.71,602.93,47.32
20:53:35,server_7,20.98,37.7,146.07,205.48,3671.76
20:53:35,server_6,89.67,89.55,917.89,620.08,21.08
20:53:35,server_5,86.09,84.4,857.41,637.35,145.03
20:53:35,server_4,35.68,52.36,438.02,598.04,0.0
20:53:35,server_2,51.74,58.07,535.84,587.13,74.97
20:53:35,server_1,56.47,48.46,1035.8,883.96,1351.04
20:53:35,server_10,49.38,28.42,86.56,109.63,4616.87
20:53:40,server_12,67.43,83.59,683.04,740.17,0.0
20:53:40,server_13,56.23,64.06,562.92,286.21,101.93
20:53:40,server_14,84.07,27.76,795.53,538.1,43.39
20:53:40,server_15,2.39,85.84,33.01,16.97,78.88
20:53:40,server_19,73.78,33.66,15628.81,17395.74,137.49
20:53:40,server_17,26.92,43.73,92.68,125.05,8022.46
20:53:40,server_18,57.17,68.91,619.17,871.09,42.52
20:53:40,server_11,30.87,49.72,234.36,293.05,114.97
20:53:40,server_16,87.48,91.59,930.58,658.77,104.89
20:53:40,server_20,98.92,28.74,938.54,1168.14,36.51
20:53:40,server_10,54.92,72.46,536.42,456.09,75.46
20:53:40,server_8,51.31,61.96,460.92,527.46,45.63
20:53:40,server_1,39.81,40.97,452.62,250.86,8.75
20:53:40,server_2,60.88,44.12,11398.24,12557.68,83.4
20:53:40,server_3,45.85,60.56,495.38,568.8,97.9
20:53:40,server_9,50.21,48.46,3585.07,3160.29,902.94
20:53:40,server_5,65.99,65.25,4653.45,4486.44,1609.13
20:53:40,server_6,13.81,97.93,241.99,195.25,97.76
20:53:40,server_7,67.61,80.44,628.93,787.86,44.05
20:53:40,server_4,26.41,20.58,196.08,273.11,23.89
20:53:45,server_13,65.03,30.33,10583.15,11308.82,118.23
20:53:45,server_20,96.75,95.58,1001.03,855.91,116.42
20:53:45,server_19,52.4,59.46,14877.43,12313.02,153.63
20:53:45,server_18,21.58,14.57,227.59,284.96,11.38
20:53:45,server_17,82.28,10.44,878.93,791.23,63.44
20:53:45,server_16,81.46,14.44,707.72,686.14,101.07
20:53:45,server_15,43.92,43.95,1609.97,1632.76,1410.32
20:53:45,server_14,20.33,29.95,193.73,235.76,2.07
20:53:45,server_12,2.61,81.94,0.0,0.0,42.36
20:53:45,server_11,25.72,10.84,209.09,109.92,32.12
20:53:45,server_1,39.42,37.08,96.61,85.51,4305.34
20:53:45,server_9,68.81,34.9,19163.54,22893.03,13.9
20:53:45,server_8,68.87,70.89,617.95,603.77,0.0
20:53:45,server_7,65.83,31.06,5331.48,4974.9,82.98
20:53:45,server_6,21.49,32.13,46.45,63.48,3424.59
20:53:45,server_5,46.57,43.84,4016.45,4175.49,600.48
20:53:45,server_4,11.84,92.29,177.48,92.17,31.64
20:53:45,server_3,3.06,97.17,49.99,40.31,63.66
20:53:45,server_2,40.06,44.21,451.48,569.99,66.41
20:53:45,server_10,21.92,37.81,161.94,225.21,75.63
20:53:50,server_13,42.12,47.16,136.04,148.43,4631.46
20:53:50,server_14,55.89,67.7,4902.81,4183.41,976.43
20:53:50,server_15,34.32,30.53,260.26,155.64,63.94
20:53:50,server_16,98.79,17.11,955.87,624.49,30.49
20:53:50,server_12,69.79,45.78,1456.7,1283.91,1822.01
20:53:50,server_18,0.23,92.82,30.7,20.15,33.98
20:53:50,server_19,22.67,30.96,192.57,144.07,4.51
20:53:50,server_20,65.7,51.98,11403.88,12471.16,97.93
20:53:50,server_17,45.53,50.81,461.99,588.34,8.24
20:53:50,server_11,79.34,32.93,19108.51,21654.16,175.74
20:53:50,server_1,53.98,41.69,3491.0,3543.39,1310.76
20:53:50,server_9,32.21,41.47,89.74,122.42,6398.43
20:53:50,server_8,30.54,30.85,400.49,271.46,69.34
20:53:50,server_7,44.75,51.64,434.61,266.23,125.41
20:53:50,server_6,42.56,41.84,180.23,230.09,6217.5
20:53:50,server_5,33.65,21.62,25.88,19.13,3624.38
20:53:50,server_4,18.29,97.74,196.38,105.38,65.0
20:53:50,server_3,86.69,88.61,794.39,1118.5,114.89
20:53:50,server_2,47.33,35.57,127.11,143.73,8034.65
20:53:50,server_10,40.79,38.73,114.46,60.87,8899.3
20:53:55,server_13,13.46,84.05,161.33,198.62,73.16
20:53:55,server_14,90.7,83.66,814.14,441.64,127.18
20:53:55,server_15,64.25,46.83,7736.41,7363.78,39.6
20:53:55,server_16,70.51,56.7,19982.6,22347.88,17.35
20:53:55,server_20,43.87,27.39,515.35,480.03,56.41
20:53:55,server_18,52.82,57.62,2130.04,1920.54,1501.84
20:53:55,server_19,93.76,81.35,1011.89,961.5,99.91
20:53:55,server_12,52.72,35.4,18385.87,15306.72,184.63
20:53:55,server_17,52.43,43.08,4260.3,3518.2,1998.9
20:53:55,server_11,61.3,46.92,3267.77,3522.89,1751.54
20:53:55,server_5,82.2,16.76,829.5,565.86,41.48
20:53:55,server_9,69.15,86.1,693.94,466.23,19.89
20:53:55,server_2,23.4,86.65,279.69,326.09,80.6
20:53:55,server_3,65.07,52.21,700.17,378.34,0.0
20:53:55,server_4,79.17,55.42,10388.47,11772.86,16.68
20:53:55,server_1,85.19,5.03,894.15,1286.42,72.44
20:53:55,server_6,10.82,99.53,139.21,145.02,116.04
20:53:55,server_7,67.62,51.78,4590.22,5029.01,871.69
20:53:55,server_8,89.84,89.66,807.26,1199.95,58.64
20:53:55,server_10,59.57,39.06,8810.79,7463.5,96.44
20:54:00,server_12,91.92,93.74,1001.36,628.02,61.96
20:54:00,server_19,20.68,26.83,238.25,299.27,188.2
20:54:00,server_18,62.32,60.55,564.54,388.23,3.19
20:54:00,server_17,37.05,29.76,436.83,488.92,116.74
20:54:00,server_16,46.32,38.68,562.19,753.12,1.84
20:54:00,server_15,61.74,58.87,539.67,780.99,13.07
20:54:00,server_14,94.5,95.09,1042.28,697.47,90.04
20:54:00,server_13,58.34,58.86,1955.75,1760.28,858.01
20:54:00,server_11,24.25,10.13,265.37,321.92,65.38
20:54:00,server_20,90.46,80.73,884.96,1247.21,66.15
20:54:00,server_9,57.58,37.52,546.42,520.53,75.65
20:54:00,server_1,62.97,67.46,628.97,588.93,155.22
20:54:00,server_2,80.29,21.85,818.07,600.61,2.96
20:54:00,server_3,67.82,65.42,614.15,677.21,10.43
20:54:00,server_4,88.3,96.34,920.32,831.8,72.13
20:54:00,server_10,60.11,38.53,19614.49,22060.65,10.72
20:54:00,server_6,15.29,98.21,48.44,33.56,0.0
20:54:00,server_7,78.05,31.29,15286.17,12557.45,1.7
20:54:00,server_8,61.06,45.62,2745.44,2257.58,1802.07
20:54:00,server_5,85.39,8.34,931.03,555.15,79.87
20:54:05,server_11,65.23,58.31,1150.92,947.28,1424.74
20:54:05,server_19,40.95,34.06,387.48,198.23,0.0
20:54:05,server_18,57.79,69.09,554.98,390.6,10.17
20:54:05,server_17,66.42,56.13,4707.55,5210.54,1006.86
20:54:05,server_16,34.6,54.28,395.88,343.25,116.93
20:54:05,server_15,91.77,96.88,889.44,956.29,58.18
20:54:05,server_14,91.3,85.34,972.64,1188.22,219.69
20:54:05,server_13,29.85,30.76,320.77,442.41,0.0
20:54:05,server_12,58.76,64.37,656.45,491.11,137.72
20:54:05,server_20,36.16,22.22,193.82,192.96,3881.94
20:54:05,server_10,40.67,59.55,443.95,342.86,62.22
20:54:05,server_8,46.3,58.26,4109.46,4730.84,868.38
20:54:05,server_7,95.65,91.06,902.65,1286.75,71.33
20:54:05,server_6,53.87,39.02,19262.14,18673.63,150.41
20:54:05,server_5,58.94,68.52,681.74,574.44,13.43
20:54:05,server_4,90.21,87.84,898.92,1276.5,72.31
20:54:05,server_3,60.02,47.28,4707.23,4841.26,1764.39
20:54:05,server_2,90.59,93.59,842.36,1042.19,52.8
20:54:05,server_1,50.11,54.73,494.15,484.47,187.97
20:54:05,server_9,34.46,48.41,348.38,441.81,0.0
20:54:10,server_14,31.25,20.27,138.11,110.67,8678.05
20:54:10,server_15,89.55,96.57,980.23,1407.26,84.06
20:54:10,server_16,54.25,68.41,479.55,530.29,41.48
20:54:10,server_13,65.47,64.28,666.27,448.76,87.19
20:54:10,server_18,27.41,31.49,266.64,227.13,0.0
20:54:10,server_19,40.16,34.17,492.13,480.73,0.0
20:54:10,server_20,8.09,93.35,17.3,11.59,62.81
20:54:10,server_17,21.35,25.71,225.73,309.18,41.72
20:54:10,server_12,61.47,54.53,677.35,473.65,87.27
20:54:10,server_11,42.14,50.7,320.84,172.26,52.31
20:54:10,server_1,60.1,50.94,2596.59,2119.05,1543.07
20:54:10,server_9,68.71,53.74,6141.85,5857.14,173.22
20:54:10,server_8,97.49,25.74,990.18,1243.3,77.9
20:54:10,server_7,49.26,46.55,460.32,350.59,101.58
20:54:10,server_6,64.32,42.13,2047.64,1658.63,843.61
20:54:10,server_5,88.06,86.27,887.31,461.51,144.24
20:54:10,server_4,91.64,91.9,1028.55,1437.37,71.16
20:54:10,server_3,38.95,53.93,403.39,561.56,13.54
20:54:10,server_2,61.37,66.52,638.58,847.85,73.77
20:54:10,server_10,41.87,39.65,88.56,103.83,6310.18
20:54:15,server_13,25.98,29.54,295.69,202.15,99.05
20:54:15,server_14,38.2,41.36,447.42,553.05,79.32
20:54:15,server_15,45.05,42.35,472.31,335.33,6.43
20:54:15,server_20,99.92,81.94,963.04,1385.15,109.87
20:54:15,server_18,87.33,86.36,867.27,482.26,124.87
20:54:15,server_19,5.03,83.58,138.18,91.36,0.0
20:54:15,server_12,88.61,80.05,880.26,549.34,0.0
20:54:15,server_16,25.39,36.59,3.89,2.59,9921.92
20:54:15,server_11,57.83,67.33,4536.08,3901.42,1492.61
20:54:15,server_17,72.44,40.36,11493.23,11023.56,59.01
20:54:15,server_9,92.0,86.58,916.63,1029.81,105.53
20:54:15,server_10,70.06,49.61,8932.09,8885.06,193.67
20:54:15,server_2,44.04,57.23,495.67,361.03,91.6
20:54:15,server_3,39.97,44.1,181.44,117.97,9613.5
20:54:15,server_4,23.62,87.29,230.71,116.63,73.39
20:54:15,server_1,98.9,93.63,1052.74,1153.17,57.01
20:54:15,server_6,39.63,23.96,131.84,162.93,7691.17
20:54:15,server_7,30.23,44.48,230.61,241.02,0.0
20:54:15,server_8,61.76,32.11,6615.15,5997.94,136.83
20:54:15,server_5,33.16,28.6,293.27,430.37,9.26
20:54:20,server_20,65.02,67.66,647.69,917.27,39.55
20:54:20,server_12,66.38,42.2,4485.8,5000.99,1549.51
20:54:20,server_19,92.87,89.76,948.8,1332.32,0.0
20:54:20,server_18,49.73,44.04,4287.64,3578.94,752.9
20:54:20,server_17,15.89,91.56,136.37,92.09,76.45
20:54:20,server_16,54.26,19.24,467.79,289.53,36.35
20:54:20,server_15,97.9,9.64,994.7,1199.72,42.92
20:54:20,server_14,24.26,46.95,7.49,5.18,8160.06
20:54:20,server_13,47.26,53.6,417.41,376.53,69.66
20:54:20,server_11,65.24,67.36,700.08,363.27,124.76
20:54:20,server_7,36.22,57.11,391.43,429.25,100.52
20:54:20,server_9,38.64,52.66,313.45,382.21,127.37
20:54:20,server_8,40.65,48.79,422.7,249.56,0.0
20:54:20,server_6,41.09,56.56,2458.07,2918.46,800.39
20:54:20,server_5,81.41,17.85,828.25,569.01,99.59
20:54:20,server_4,86.05,81.43,853.98,520.93,84.13
20:54:20,server_3,98.23,26.66,1013.09,1015.22,115.41
20:54:20,server_2,52.46,60.89,467.95,476.97,135.48
20:54:20,server_1,39.23,19.72,403.05,386.07,0.0
20:54:20,server_10,61.77,72.18,561.02,802.5,22.19
20:54:25,server_15,34.88,43.04,112.9,80.8,8719.95
20:54:25,server_13,95.05,0.1,946.18,1109.91,31.96
20:54:25,server_14,67.39,83.06,653.52,892.31,124.46
20:54:25,server_16,90.68,13.13,954.6,945.46,65.49
20:54:25,server_12,53.98,55.17,554.09,793.42,56.57
20:54:25,server_18,69.71,69.4,648.11,594.83,95.92
20:54:25,server_19,96.19,96.86,984.28,1046.97,133.16
20:54:25,server_20,60.25,67.5,1898.39,1669.99,1077.97
20:54:25,server_17,91.97,90.05,936.38,1239.53,130.58
20:54:25,server_11,44.17,44.62,339.8,412.01,36.44
20:54:25,server_1,16.57,92.38,294.83,187.95,54.08
20:54:25,server_9,37.15,38.92,151.28,114.67,5856.74
20:54:25,server_2,24.58,24.02,246.53,212.18,0.0
20:54:25,server_3,91.33,13.94,899.71,797.3,87.19
20:54:25,server_4,21.14,97.87,205.0,138.79,48.71
20:54:25,server_10,30.84,39.28,369.52,394.75,60.77
20:54:25,server_6,67.14,43.95,1985.99,1767.97,1382.11
20:54:25,server_7,52.92,69.67,1694.77,1565.16,1761.34
20:54:25,server_8,47.56,45.55,373.23,550.86,111.56
20:54:25,server_5,35.03,26.56,303.78,383.68,124.83
20:54:30,server_13,78.94,57.2,12163.84,10000.48,8.64
20:54:30,server_20,87.24,89.52,868.48,1242.94,17.2
20:54:30,server_19,80.68,15.86,882.25,580.63,16.08
20:54:30,server_18,97.89,1.62,936.39,1290.51,32.42
20:54:30,server_17,27.18,34.26,345.72,495.38,0.0
20:54:30,server_16,25.59,32.24,86.78,85.19,3118.14
20:54:30,server_15,23.95,26.46,174.46,89.97,8278.0
20:54:30,server_14,43.3,46.25,414.32,500.48,65.75
20:54:30,server_12,60.81,68.67,571.73,484.7,77.34
20:54:30,server_11,51.17,69.33,444.26,273.91,21.67
20:54:30,server_1,73.43,38.0,13029.48,11040.71,125.4
20:54:30,server_9,95.27,10.44,932.18,1202.79,97.18
20:54:30,server_8,51.37,56.5,7769.26,9172.46,180.4
20:54:30,server_7,87.67,3.15,821.25,552.6,32.41
20:54:30,server_6,41.43,39.61,115.64,108.35,8697.24
20:54:30,server_5,27.05,21.5,239.68,189.66,16.74
20:54:30,server_4,94.28,2.2,952.38,805.04,2.65
20:54:30,server_3,86.03,81.6,881.46,500.41,123.34
20:54:30,server_2,81.45,17.18,815.74,990.6,0.0
20:54:30,server_10,53.58,49.28,481.21,364.3,32.81
20:54:35,server_13,67.59,74.1,684.61,603.53,113.25
20:54:35,server_14,92.82,24.93,900.45,1092.94,69.08
20:54:35,server_15,21.43,28.7,277.14,140.09,59.82
20:54:35,server_16,19.06,93.77,126.13,144.61,48.67
20:54:35,server_12,63.4,50.3,5966.91,5702.45,111.91
20:54:35,server_18,92.19,24.48,879.81,719.28,0.0
20:54:35,server_19,35.51,19.5,351.24,187.31,0.0
20:54:35,server_20,10.45,87.44,91.71,70.32,116.41
20:54:35,server_17,93.92,80.49,926.41,804.02,121.58
20:54:35,server_11,29.95,95.26,266.47,272.25,38.96
20:54:35,server_1,66.2,79.53,649.67,820.22,67.05
20:54:35,server_9,24.19,31.86,177.92,248.48,0.0
20:54:35,server_8,42.99,54.47,391.8,218.49,87.91
20:54:35,server_7,28.79,86.88,358.38,312.44,12.96
20:54:35,server_6,22.81,43.9,165.89,92.61,0.0
20:54:35,server_5,83.35,9.08,829.02,452.49,22.25
20:54:35,server_4,88.06,96.94,838.57,622.99,90.46
20:54:35,server_3,38.62,45.96,111.19,123.51,3070.1
20:54:35,server_2,35.2,27.47,338.31,273.42,87.49
20:54:35,server_10,42.24,39.92,462.6,639.85,88.45
20:54:40,server_13,87.82,88.81,951.34,1336.08,28.74
20:54:40,server_14,99.17,97.89,985.0,1227.08,145.82
20:54:40,server_15,75.95,45.26,14127.07,12744.57,150.05
20:54:40,server_16,58.53,32.84,6837.78,5851.19,41.7
20:54:40,server_20,97.07,92.52,975.36,1199.15,170.68
20:54:40,server_18,45.14,49.4,87.92,122.36,8246.74
20:54:40,server_19,56.8,59.55,14679.64,14693.29,193.38
20:54:40,server_12,45.23,42.45,457.72,614.24,128.71
20:54:40,server_17,26.32,28.83,314.94,387.1,29.34
20:54:40,server_11,46.03,50.51,402.21,250.99,104.36
20:54:40,server_1,66.54,35.48,16435.65,14204.72,163.72
20:54:40,server_9,29.27,92.15,255.05,292.28,88.28
20:54:40,server_2,60.01,46.32,3537.8,2895.44,1434.38
20:54:40,server_3,5.2,90.03,132.49,88.15,65.68
20:54:40,server_4,58.69,67.56,568.23,783.08,0.0
20:54:40,server_10,28.72,38.02,76.58,57.99,3514.56
20:54:40,server_6,50.34,47.28,477.51,535.72,0.0
20:54:40,server_7,53.78,37.78,575.31,477.12,0.0
20:54:40,server_8,48.95,40.85,502.48,370.86,0.0
20:54:40,server_5,58.77,80.57,592.75,390.31,9.19
20:54:45,server_12,26.51,50.34,300.93,175.03,36.88
20:54:45,server_19,31.2,36.54,295.81,195.2,50.25
20:54:45,server_18,56.4,59.08,536.1,470.09,66.37
20:54:45,server_17,38.04,33.6,382.76,305.14,0.0
20:54:45,server_16,14.19,98.91,118.82,123.93,48.7
20:54:45,server_15,27.1,19.2,268.75,236.98,84.98
20:54:45,server_14,48.4,35.6,127.88,190.29,8068.57
20:54:45,server_13,96.8,20.91,936.06,1256.86,14.55
20:54:45,server_20,28.88,33.18,304.11,392.14,0.0
20:54:45,server_11,43.75,64.95,406.11,406.82,0.0
20:54:45,server_9,91.69,25.6,957.0,818.81,124.25
20:54:45,server_8,50.49,52.93,475.59,266.01,82.46
20:54:45,server_7,39.87,30.44,343.86,337.91,0.0
20:54:45,server_6,73.67,38.46,15598.57,16574.76,129.07
20:54:45,server_5,52.11,60.16,483.43,607.13,83.88
20:54:45,server_4,67.75,66.73,4424.77,4079.12,1222.14
20:54:45,server_3,33.8,25.5,171.73,226.32,4582.17
20:54:45,server_2,38.72,55.43,311.35,437.21,0.0
20:54:45,server_1,65.77,54.38,10224.89,8289.62,119.98
20:54:45,server_10,86.87,80.04,924.72,469.07,105.1
20:54:50,server_13,20.3,24.36,262.13,321.93,25.82
20:54:50,server_14,65.03,50.68,701.95,528.25,37.14
20:54:50,server_15,20.46,49.83,188.91,169.21,59.1
20:54:50,server_16,55.3,51.8,2878.82,2506.83,1471.08
20:54:50,server_12,27.49,25.33,293.19,224.2,43.98
20:54:50,server_18,62.99,61.72,563.21,812.27,95.53
20:54:50,server_19,88.11,89.84,936.69,1307.73,72.7
20:54:50,server_20,63.35,49.82,4760.74,5427.11,1321.58
20:54:50,server_17,76.82,31.13,9482.4,8671.57,173.92
20:54:50,server_11,52.75,37.95,9865.8,8138.64,26.48
20:54:50,server_5,37.61,46.75,154.15,152.17,9058.46
20:54:50,server_9,50.15,66.11,469.19,276.85,110.52
20:54:50,server_1,30.33,38.2,69.7,47.79,8630.75
