ts,server_id,mem_pct
20:54:05,server_12,64.37
20:54:05,server_20,22.22
20:54:05,server_10,59.55
20:54:05,server_8,58.26
20:54:05,server_7,91.06
20:54:05,server_6,39.02
20:54:05,server_5,68.52
20:54:05,server_4,87.84
20:54:05,server_3,47.28
20:54:05,server_2,93.59
20:54:05,server_1,54.73
20:54:05,server_9,48.41
20:54:10,server_14,20.27
20:54:10,server_15,96.57
20:54:10,server_16,68.41
20:54:10,server_13,64.28
20:54:10,server_18,31.49
20:54:10,server_19,34.17
20:54:10,server_20,93.35
20:54:10,server_17,25.71
20:54:10,server_12,54.53
20:54:10,server_11,50.7
20:54:10,server_1,50.94
20:54:10,server_9,53.74
20:54:10,server_8,25.74
20:54:10,server_7,46.55
20:54:10,server_6,42.13
20:54:10,server_5,86.27
20:54:10,server_4,91.9
20:54:10,server_3,53.93
20:54:10,server_2,66.52
20:54:10,server_10,39.65
20:54:15,server_13,29.54
20:54:15,server_14,41.36
20:54:15,server_15,42.35
20:54:15,server_20,81.94
20:54:15,server_18,86.36
20:54:15,server_19,83.58
20:54:15,server_12,80.05
20:54:15,server_16,36.59
20:54:15,server_11,67.33
20:54:15,server_17,40.36
20:54:15,server_9,86.58
20:54:15,server_10,49.61
20:54:15,server_2,57.23
20:54:15,server_3,44.1
20:54:15,server_4,87.29
20:54:15,server_1,93.63
20:54:15,server_6,23.96
20:54:15,server_7,44.48
20:54:15,server_8,32.11
20:54:15,server_5,28.6
20:54:20,server_20,67.66
20:54:20,server_12,42.2
20:54:20,server_19,89.76
20:54:20,server_18,44.04
20:54:20,server_17,91.56
20:54:20,server_16,19.24
20:54:20,server_15,9.64
20:54:20,server_14,46.95
20:54:20,server_13,53.6
20:54:20,server_11,67.36
20:54:20,server_7,57.11
20:54:20,server_9,52.66
20:54:20,server_8,48.79
20:54:20,server_6,56.56
20:54:20,server_5,17.85
20:54:20,server_4,81.43
20:54:20,server_3,26.66
20:54:20,server_2,60.89
20:54:20,server_1,19.72
20:54:20,server_10,72.18
20:54:25,server_15,43.04
20:54:25,server_13,0.1
20:54:25,server_14,83.06
20:54:25,server_16,13.13
20:54:25,server_12,55.17
20:54:25,server_18,69.4
20:54:25,server_19,96.86
20:54:25,server_20,67.5
20:54:25,server_17,90.05
20:54:25,server_11,44.62
20:54:25,server_1,92.38
20:54:25,server_9,38.92
20:54:25,server_2,24.02
20:54:25,server_3,13.94
20:54:25,server_4,97.87
20:54:25,server_10,39.28
20:54:25,server_6,43.95
20:54:25,server_7,69.67
20:54:25,server_8,45.55
20:54:25,server_5,26.56
20:54:30,server_13,57.2
20:54:30,server_20,89.52
20:54:30,server_19,15.86
20:54:30,server_18,1.62
20:54:30,server_17,34.26
20:54:30,server_16,32.24
20:54:30,server_15,26.46
20:54:30,server_14,46.25
20:54:30,server_12,68.67
20:54:30,server_11,69.33
20:54:30,server_1,38.0
20:54:30,server_9,10.44
20:54:30,server_8,56.5
20:54:30,server_7,3.15
20:54:30,server_6,39.61
20:54:30,server_5,21.5
20:54:30,server_4,2.2
20:54:30,server_3,81.6
20:54:30,server_2,17.18
20:54:30,server_10,49.28
20:54:35,server_13,74.1
20:54:35,server_14,24.93
20:54:35,server_15,28.7
20:54:35,server_16,93.77
20:54:35,server_12,50.3
20:54:35,server_18,24.48
20:54:35,server_19,19.5
20:54:35,server_20,87.44
20:54:35,server_17,80.49
20:54:35,server_11,95.26
20:54:35,server_1,79.53
20:54:35,server_9,31.86
20:54:35,server_8,54.47
20:54:35,server_7,86.88
20:54:35,server_6,43.9
20:54:35,server_5,9.08
20:54:35,server_4,96.94
20:54:35,server_3,45.96
20:54:35,server_2,27.47
20:54:35,server_10,39.92
20:54:40,server_13,88.81
20:54:40,server_14,97.89
20:54:40,server_15,45.26
20:54:40,server_16,32.84
20:54:40,server_20,92.52
20:54:40,server_18,49.4
20:54:40,server_19,59.55
20:54:40,server_12,42.45
20:54:40,server_17,28.83
20:54:40,server_11,50.51
20:54:40,server_1,35.48
20:54:40,server_9,92.15
20:54:40,server_2,46.32
20:54:40,server_3,90.03
20:54:40,server_4,67.56
20:54:40,server_10,38.02
20:54:40,server_6,47.28
20:54:40,server_7,37.78
20:54:40,server_8,40.85
20:54:40,server_5,80.57
20:54:45,server_12,50.34
20:54:45,server_19,36.54
20:54:45,server_18,59.08
20:54:45,server_17,33.6
20:54:45,server_16,98.91
20:54:45,server_15,19.2
20:54:45,server_14,35.6
20:54:45,server_13,20.91
20:54:45,server_20,33.18
20:54:45,server_11,64.95
20:54:45,server_9,25.6
20:54:45,server_8,52.93
20:54:45,server_7,30.44
20:54:45,server_6,38.46
20:54:45,server_5,60.16
20:54:45,server_4,66.73
20:54:45,server_3,25.5
20:54:45,server_2,55.43
20:54:45,server_1,54.38
20:54:45,server_10,80.04
20:54:50,server_13,24.36
20:54:50,server_14,50.68
20:54:50,server_15,49.83
20:54:50,server_16,51.8
20:54:50,server_12,25.33
20:54:50,server_18,61.72
20:54:50,server_19,89.84
20:54:50,server_20,49.82
20:54:50,server_17,31.13
20:54:50,server_11,37.95
20:54:50,server_5,46.75
20:54:50,server_9,66.11
20:54:50,server_1,38.2
20:54:50,server_2,31.47
20:54:50,server_3,64.43
20:54:50,server_4,99.88
20:54:50,server_10,63.77
20:54:50,server_6,42.71
20:54:50,server_7,76.51
20:54:50,server_8,67.19
20:54:55,server_20,38.83
20:54:55,server_19,17.3
20:54:55,server_18,45.18
20:54:55,server_17,48.64
20:54:55,server_16,3.76
20:54:55,server_15,37.71
20:54:55,server_13,84.77
20:54:55,server_12,41.78
20:54:55,server_11,45.4
20:54:55,server_14,21.15
20:54:55,server_9,87.48
20:54:55,server_10,42.29
20:54:55,server_2,17.46
20:54:55,server_3,87.25
20:54:55,server_4,58.39
20:54:55,server_1,36.36
20:54:55,server_6,68.07
20:54:55,server_7,58.17
20:54:55,server_8,34.97
20:54:55,server_5,29.85
20:55:00,server_12,7.0
20:55:00,server_20,45.01
20:55:00,server_19,93.3
20:55:00,server_18,96.55
20:55:00,server_17,91.96
20:55:00,server_16,52.28
20:55:00,server_15,97.64
20:55:00,server_14,55.5
20:55:00,server_13,98.77
20:55:00,server_11,72.82
20:55:00,server_3,85.11
20:55:00,server_9,66.5
20:55:00,server_10,53.54
20:55:00,server_2,36.79
20:55:00,server_4,83.47
20:55:00,server_1,62.4
20:55:00,server_6,42.32
20:55:00,server_7,66.86
20:55:00,server_8,79.76
20:55:00,server_5,27.64
20:55:05,server_12,38.94
20:55:05,server_20,27.08
20:55:05,server_19,94.79
20:55:05,server_18,28.93
20:55:05,server_17,46.23
20:55:05,server_16,38.54
20:55:05,server_15,41.09
20:55:05,server_13,63.78
20:55:05,server_11,84.44
20:55:05,server_14,98.63
20:55:05,server_9,38.87
20:55:05,server_2,39.85
20:55:05,server_3,62.06
20:55:05,server_4,81.55
20:55:05,server_5,42.25
20:55:05,server_1,1.56
20:55:05,server_10,43.97
20:55:05,server_7,25.8
20:55:05,server_8,35.6
20:55:05,server_6,67.44
20:55:10,server_12,45.7
20:55:10,server_19,3.31
20:55:10,server_18,82.19
20:55:10,server_17,49.37
20:55:10,server_16,84.57
20:55:10,server_15,54.4
20:55:10,server_14,34.76
20:55:10,server_13,59.67
20:55:10,server_11,40.74
20:55:10,server_20,94.86
20:55:10,server_9,86.87
20:55:10,server_1,43.22
20:55:10,server_2,44.51
20:55:10,server_3,72.11
20:55:10,server_4,36.46
20:55:10,server_10,83.96
20:55:10,server_6,33.71
20:55:10,server_7,59.18
20:55:10,server_8,41.68
20:55:10,server_5,40.36
20:55:15,server_11,54.86
20:55:15,server_19,28.3
20:55:15,server_18,84.18
20:55:15,server_17,97.84
20:55:15,server_16,24.26
20:55:15,server_15,81.39
20:55:15,server_14,25.92
20:55:15,server_13,29.61
20:55:15,server_12,50.45
20:55:15,server_20,45.81
20:55:15,server_10,64.0
20:55:15,server_8,85.07
20:55:15,server_7,69.39
20:55:15,server_6,99.8
20:55:15,server_5,10.07
20:55:15,server_4,36.51
20:55:15,server_3,41.75
20:55:15,server_2,26.86
20:55:15,server_1,42.76
20:55:15,server_9,35.3
20:55:20,server_13,83.82
20:55:20,server_14,92.93
20:55:20,server_15,39.43
20:55:20,server_16,47.74
20:55:20,server_20,68.76
20:55:20,server_18,58.23
20:55:20,server_19,97.98
20:55:20,server_12,62.67
20:55:20,server_17,10.65
20:55:20,server_11,16.59
20:55:20,server_4,80.82
20:55:20,server_9,93.62
20:55:20,server_10,50.37
20:55:20,server_2,55.01
20:55:20,server_3,51.84
20:55:20,server_1,28.84
20:55:20,server_6,13.41
20:55:20,server_7,34.02
20:55:20,server_8,95.09
20:55:20,server_5,25.62
20:55:25,server_20,44.66
20:55:25,server_19,64.14
20:55:25,server_18,54.58
20:55:25,server_17,34.33
20:55:25,server_16,41.36
20:55:25,server_15,51.4
20:55:25,server_14,52.09
20:55:25,server_12,47.02
20:55:25,server_11,81.75
20:55:25,server_13,43.5
20:55:25,server_9,35.39
20:55:25,server_10,53.66
20:55:25,server_2,80.83
20:55:25,server_3,31.73
20:55:25,server_4,18.95
20:55:25,server_1,29.24
20:55:25,server_6,49.03
20:55:25,server_7,31.39
20:55:25,server_8,31.14
20:55:25,server_5,6.98
20:55:30,server_12,6.83
20:55:30,server_20,57.12
20:55:30,server_19,83.16
20:55:30,server_18,47.4
20:55:30,server_17,47.55
20:55:30,server_16,44.48
20:55:30,server_15,10.11
20:55:30,server_14,65.52
20:55:30,server_13,96.59
20:55:30,server_11,91.89
20:55:30,server_3,48.77
20:55:30,server_9,99.06
20:55:30,server_8,11.27
20:55:30,server_7,94.38
20:55:30,server_6,37.85
20:55:30,server_5,30.21
20:55:30,server_4,98.02
20:55:30,server_2,93.4
20:55:30,server_1,32.96
20:55:30,server_10,59.43
20:55:35,server_15,47.28
20:55:35,server_14,70.37
20:55:35,server_16,98.45
20:55:35,server_17,35.15
20:55:35,server_3,45.16
20:55:35,server_19,40.85
20:55:35,server_13,48.77
20:55:35,server_20,62.9
20:55:35,server_18,42.33
20:55:35,server_12,86.06
20:55:35,server_1,39.1
20:55:35,server_10,25.27
20:55:35,server_2,11.95
20:55:35,server_4,85.26
20:55:35,server_5,54.65
20:55:35,server_11,93.45
20:55:35,server_7,51.81
20:55:35,server_8,57.21
20:55:35,server_9,32.52
20:55:35,server_6,96.12
20:55:40,server_12,97.21
20:55:40,server_19,11.36
20:55:40,server_18,73.89
20:55:40,server_17,81.08
20:55:40,server_16,94.36
20:55:40,server_15,45.26
20:55:40,server_14,22.64
20:55:40,server_13,73.85
20:55:40,server_20,62.35
20:55:40,server_11,63.97
20:55:40,server_9,77.7
20:55:40,server_8,33.92
20:55:40,server_7,32.88
20:55:40,server_6,2.26
20:55:40,server_5,51.26
20:55:40,server_4,99.91
20:55:40,server_3,43.67
20:55:40,server_2,81.65
20:55:40,server_1,94.87
20:55:40,server_10,56.9
20:55:45,server_12,71.22
20:55:45,server_13,98.6
20:55:45,server_14,74.28
20:55:45,server_15,22.96
20:55:45,server_11,41.64
20:55:45,server_17,61.73
20:55:45,server_18,90.39
20:55:45,server_19,60.82
20:55:45,server_16,71.99
20:55:45,server_20,48.92
20:55:45,server_10,42.21
20:55:45,server_8,44.46
20:55:45,server_7,57.38
20:55:45,server_6,65.92
20:55:45,server_5,34.03
20:55:45,server_4,96.92
20:55:45,server_3,31.12
20:55:45,server_2,91.19
20:55:45,server_1,44.02
20:55:45,server_9,67.39
20:55:50,server_13,52.19
20:55:50,server_14,34.12
20:55:50,server_15,99.58
20:55:50,server_16,91.92
20:55:50,server_20,42.16
20:55:50,server_18,25.52
20:55:50,server_19,31.8
20:55:50,server_12,61.64
20:55:50,server_17,80.4
20:55:50,server_11,47.63
20:55:50,server_10,17.38
20:55:50,server_9,42.41
20:55:50,server_2,58.67
20:55:50,server_3,82.88
20:55:50,server_4,26.84
20:55:50,server_1,42.66
20:55:50,server_6,53.56
20:55:50,server_7,42.11
20:55:50,server_8,61.18
20:55:50,server_5,69.22
20:55:55,server_12,51.2
20:55:55,server_19,77.52
20:55:55,server_18,99.4
20:55:55,server_17,97.0
20:55:55,server_16,53.31
20:55:55,server_15,45.28
20:55:55,server_14,93.06
20:55:55,server_13,91.83
20:55:55,server_11,23.79
20:55:55,server_20,97.1
20:55:55,server_9,88.42
20:55:55,server_1,45.65
20:55:55,server_2,80.88
20:55:55,server_3,61.61
20:55:55,server_4,46.05
20:55:55,server_10,59.58
20:55:55,server_6,18.47
20:55:55,server_7,58.17
20:55:55,server_8,41.44
20:55:55,server_5,93.73
20:56:00,server_12,63.47
20:56:00,server_19,35.05
20:56:00,server_18,50.0
20:56:00,server_17,40.48
20:56:00,server_16,73.51
20:56:00,server_15,86.21
20:56:00,server_14,58.32
20:56:00,server_13,50.53
20:56:00,server_11,44.93
20:56:00,server_20,47.9
20:56:00,server_9,68.39
20:56:00,server_1,21.29
20:56:00,server_2,69.49
20:56:00,server_3,40.95
20:56:00,server_4,36.73
20:56:00,server_10,65.28
20:56:00,server_6,84.95
20:56:00,server_7,20.73
20:56:00,server_8,22.99
20:56:00,server_5,45.56
20:56:05,server_11,86.12
20:56:05,server_19,51.92
20:56:05,server_18,44.36
20:56:05,server_17,43.39
20:56:05,server_16,44.08
20:56:05,server_15,1.19
20:56:05,server_14,69.13
20:56:05,server_13,50.63
20:56:05,server_12,53.61
20:56:05,server_20,91.97
20:56:05,server_10,98.33
20:56:05,server_8,53.79
20:56:05,server_7,95.42
20:56:05,server_6,35.05
20:56:05,server_5,63.06
20:56:05,server_4,82.74
20:56:05,server_3,85.89
20:56:05,server_2,81.18
20:56:05,server_1,85.45
20:56:05,server_9,87.21
20:56:10,server_13,94.02
20:56:10,server_14,22.1
20:56:10,server_15,26.96
20:56:10,server_12,40.84
20:56:10,server_17,23.18
20:56:10,server_18,35.74
20:56:10,server_19,57.34
20:56:10,server_16,62.52
20:56:10,server_11,86.7
20:56:10,server_20,41.27
20:56:10,server_9,42.91
20:56:10,server_1,3.71
20:56:10,server_2,34.39
20:56:10,server_3,80.29
20:56:10,server_4,86.45
20:56:10,server_10,16.43
20:56:10,server_6,36.5
20:56:10,server_7,51.44
20:56:10,server_8,22.28
20:56:10,server_5,65.25
20:56:15,server_19,35.5
20:56:15,server_18,63.76
20:56:15,server_17,88.35
20:56:15,server_16,93.65
20:56:15,server_15,30.71
20:56:15,server_14,51.73
20:56:15,server_13,27.2
20:56:15,server_12,40.51
20:56:15,server_11,29.16
20:56:15,server_20,91.45
20:56:15,server_9,45.83
20:56:15,server_1,31.78
20:56:15,server_2,27.01
20:56:15,server_3,51.99
20:56:15,server_4,93.92
20:56:15,server_10,7.37
20:56:15,server_6,41.21
20:56:15,server_7,96.54
20:56:15,server_8,93.06
20:56:15,server_5,48.36
20:56:20,server_11,26.24
20:56:20,server_19,85.14
20:56:20,server_18,18.86
20:56:20,server_17,40.3
20:56:20,server_16,58.23
20:56:20,server_15,99.02
20:56:20,server_14,42.45
20:56:20,server_13,49.27
20:56:20,server_12,25.92
20:56:20,server_20,83.06
20:56:20,server_10,26.18
20:56:20,server_8,82.39
20:56:20,server_9,94.59
20:56:20,server_1,60.85
20:56:20,server_2,45.41
20:56:20,server_3,28.03
20:56:20,server_5,60.44
20:56:20,server_6,88.09
20:56:20,server_7,48.34
20:56:20,server_4,62.58
20:56:25,server_20,0.26
20:56:25,server_11,56.64
20:56:25,server_18,59.17
20:56:25,server_17,64.15
20:56:25,server_16,38.56
20:56:25,server_15,28.17
20:56:25,server_14,35.03
20:56:25,server_13,59.29
20:56:25,server_12,60.33
20:56:25,server_19,40.86
20:56:25,server_10,91.79
20:56:25,server_8,34.7
20:56:25,server_1,35.75
20:56:25,server_2,0.27
20:56:25,server_3,95.74
20:56:25,server_9,51.03
20:56:25,server_5,25.65
20:56:25,server_6,24.31
20:56:25,server_7,38.94
20:56:25,server_4,67.57
20:56:30,server_12,54.96
20:56:30,server_19,56.3
20:56:30,server_18,64.8
20:56:30,server_17,47.19
20:56:30,server_16,43.41
20:56:30,server_15,60.76
20:56:30,server_14,38.29
20:56:30,server_13,80.96
20:56:30,server_11,38.49
20:56:30,server_20,34.31
20:56:30,server_9,45.97
20:56:30,server_1,55.84
20:56:30,server_2,84.33
20:56:30,server_3,91.77
20:56:30,server_4,31.01
20:56:30,server_10,26.76
20:56:30,server_6,45.87
20:56:30,server_7,73.11
20:56:30,server_8,43.2
20:56:30,server_5,71.43
20:56:35,server_11,52.86
20:56:35,server_19,52.51
20:56:35,server_18,41.9
20:56:35,server_17,38.25
20:56:35,server_16,45.79
20:56:35,server_15,82.44
20:56:35,server_14,17.6
20:56:35,server_13,9.44
20:56:35,server_12,94.24
20:56:35,server_20,13.45
20:56:35,server_10,79.97
20:56:35,server_8,60.11
20:56:35,server_7,45.03
20:56:35,server_6,81.84
20:56:35,server_5,23.35
20:56:35,server_4,44.89
20:56:35,server_3,36.79
20:56:35,server_2,29.29
20:56:35,server_1,20.15
20:56:35,server_9,59.01
20:56:40,server_13,57.59
20:56:40,server_14,63.84
20:56:40,server_16,78.52
20:56:40,server_12,60.94
20:56:40,server_18,60.52
20:56:40,server_19,68.14
20:56:40,server_20,42.15
20:56:40,server_17,22.47
20:56:40,server_11,53.82
20:56:40,server_15,41.15
20:56:40,server_9,31.92
20:56:40,server_2,16.96
20:56:40,server_3,22.74
20:56:40,server_4,79.72
20:56:40,server_5,69.28
20:56:40,server_1,37.19
20:56:40,server_6,11.57
20:56:40,server_7,88.24
20:56:40,server_8,55.4
20:56:40,server_10,46.08
20:56:45,server_12,37.69
20:56:45,server_20,66.83
20:56:45,server_19,97.04
20:56:45,server_18,0.11
20:56:45,server_17,20.84
20:56:45,server_16,65.67
20:56:45,server_15,59.31
20:56:45,server_14,30.0
20:56:45,server_13,87.53
20:56:45,server_11,90.39
20:56:45,server_10,41.43
20:56:45,server_9,82.27
20:56:45,server_2,21.28
20:56:45,server_3,93.21
20:56:45,server_4,48.9
20:56:45,server_1,98.73
20:56:45,server_6,58.9
20:56:45,server_7,87.61
20:56:45,server_8,94.33
20:56:45,server_5,28.46
20:56:50,server_12,53.05
20:56:50,server_19,84.6
20:56:50,server_18,71.68
20:56:50,server_17,68.19
20:56:50,server_16,50.31
20:56:50,server_15,84.28
20:56:50,server_14,33.95
20:56:50,server_13,34.6
20:56:50,server_11,44.54
20:56:50,server_20,56.99
20:56:50,server_9,97.74
20:56:50,server_1,85.87
20:56:50,server_2,54.75
20:56:50,server_3,42.92
20:56:50,server_4,1.18
20:56:50,server_10,83.06
20:56:50,server_6,49.74
20:56:50,server_7,46.17
20:56:50,server_8,32.83
20:56:50,server_5,37.38
20:56:55,server_12,69.67
20:56:55,server_19,36.12
20:56:55,server_18,42.73
20:56:55,server_17,32.42
20:56:55,server_16,35.44
20:56:55,server_15,40.86
20:56:55,server_14,92.51
20:56:55,server_13,72.63
20:56:55,server_11,81.37
20:56:55,server_20,46.59
20:56:55,server_9,50.72
20:56:55,server_1,50.5
20:56:55,server_2,77.33
20:56:55,server_3,89.61
20:56:55,server_4,40.99
20:56:55,server_10,47.99
20:56:55,server_6,61.92
20:56:55,server_7,43.84
20:56:55,server_8,51.69
20:56:55,server_5,54.81
20:57:00,server_11,56.7
20:57:00,server_19,93.44
20:57:00,server_18,75.45
20:57:00,server_17,82.14
20:57:00,server_16,55.76
20:57:00,server_15,37.44
20:57:00,server_14,33.91
20:57:00,server_13,20.87
20:57:00,server_12,21.27
20:57:00,server_20,58.74
20:57:00,server_10,32.6
20:57:00,server_8,95.97
20:57:00,server_7,95.64
20:57:00,server_6,93.59
20:57:00,server_5,10.15
20:57:00,server_4,58.87
20:57:00,server_3,55.33
20:57:00,server_2,59.96
20:57:00,server_1,52.27
20:57:00,server_9,51.03
20:57:05,server_13,59.38
20:57:05,server_14,61.14
20:57:05,server_15,26.88
20:57:05,server_12,41.5
20:57:05,server_17,26.68
20:57:05,server_18,50.89
20:57:05,server_19,94.4
20:57:05,server_16,69.26
20:57:05,server_11,57.6
20:57:05,server_20,77.02
20:57:05,server_9,65.86
20:57:05,server_1,82.73
20:57:05,server_2,12.47
20:57:05,server_3,45.48
20:57:05,server_4,56.56
20:57:05,server_10,56.43
20:57:05,server_6,31.13
20:57:05,server_7,25.22
20:57:05,server_8,63.78
