ts,server_id,cpu_pct
20:53:20,server_7,52.11
20:53:20,server_6,45.67
20:53:20,server_5,25.92
20:53:20,server_4,68.34
20:53:20,server_3,64.58
20:53:20,server_2,26.13
20:53:20,server_1,27.23
20:53:20,server_9,44.81
20:53:25,server_13,40.06
20:53:25,server_14,61.24
20:53:25,server_16,6.15
20:53:25,server_12,68.28
20:53:25,server_18,21.7
20:53:25,server_19,56.53
20:53:25,server_20,27.62
20:53:25,server_17,68.16
20:53:25,server_11,64.5
20:53:25,server_15,45.64
20:53:25,server_9,57.98
20:53:25,server_1,92.22
20:53:25,server_2,92.82
20:53:25,server_3,96.66
20:53:25,server_4,32.68
20:53:25,server_10,8.69
20:53:25,server_6,64.88
20:53:25,server_7,19.9
20:53:25,server_8,57.11
20:53:25,server_5,54.42
20:53:30,server_20,39.68
20:53:30,server_19,58.74
20:53:30,server_18,85.74
20:53:30,server_17,77.57
20:53:30,server_16,68.3
20:53:30,server_15,91.46
20:53:30,server_14,55.23
20:53:30,server_12,2.1
20:53:30,server_11,47.18
20:53:30,server_13,91.02
20:53:30,server_9,56.86
20:53:30,server_8,97.97
20:53:30,server_7,94.95
20:53:30,server_6,36.52
20:53:30,server_5,34.44
20:53:30,server_4,72.56
20:53:30,server_3,53.2
20:53:30,server_2,25.69
20:53:30,server_10,26.12
20:53:30,server_1,89.95
20:53:35,server_13,45.27
20:53:35,server_14,92.0
20:53:35,server_15,60.88
20:53:35,server_16,97.42
20:53:35,server_20,31.53
20:53:35,server_18,92.83
20:53:35,server_19,94.98
20:53:35,server_12,29.65
20:53:35,server_17,40.22
20:53:35,server_11,53.03
20:53:35,server_3,98.91
20:53:35,server_9,61.9
20:53:35,server_8,92.72
20:53:35,server_7,20.98
20:53:35,server_6,89.67
20:53:35,server_5,86.09
20:53:35,server_4,35.68
20:53:35,server_2,51.74
20:53:35,server_1,56.47
20:53:35,server_10,49.38
20:53:40,server_12,67.43
20:53:40,server_13,56.23
20:53:40,server_14,84.07
20:53:40,server_15,2.39
20:53:40,server_19,73.78
20:53:40,server_17,26.92
20:53:40,server_18,57.17
20:53:40,server_11,30.87
20:53:40,server_16,87.48
20:53:40,server_20,98.92
20:53:40,server_10,54.92
20:53:40,server_8,51.31
20:53:40,server_1,39.81
20:53:40,server_2,60.88
20:53:40,server_3,45.85
20:53:40,server_9,50.21
20:53:40,server_5,65.99
20:53:40,server_6,13.81
20:53:40,server_7,67.61
20:53:40,server_4,26.41
20:53:45,server_13,65.03
20:53:45,server_20,96.75
20:53:45,server_19,52.4
20:53:45,server_18,21.58
20:53:45,server_17,82.28
20:53:45,server_16,81.46
20:53:45,server_15,43.92
20:53:45,server_14,20.33
20:53:45,server_12,2.61
20:53:45,server_11,25.72
20:53:45,server_1,39.42
20:53:45,server_9,68.81
20:53:45,server_8,68.87
20:53:45,server_7,65.83
20:53:45,server_6,21.49
20:53:45,server_5,46.57
20:53:45,server_4,11.84
20:53:45,server_3,3.06
20:53:45,server_2,40.06
20:53:45,server_10,21.92
20:53:50,server_13,42.12
20:53:50,server_14,55.89
20:53:50,server_15,34.32
20:53:50,server_16,98.79
20:53:50,server_12,69.79
20:53:50,server_18,0.23
20:53:50,server_19,22.67
20:53:50,server_20,65.7
20:53:50,server_17,45.53
20:53:50,server_11,79.34
20:53:50,server_1,53.98
20:53:50,server_9,32.21
20:53:50,server_8,30.54
20:53:50,server_7,44.75
20:53:50,server_6,42.56
20:53:50,server_5,33.65
20:53:50,server_4,18.29
20:53:50,server_3,86.69
20:53:50,server_2,47.33
20:53:50,server_10,40.79
20:53:55,server_13,13.46
20:53:55,server_14,90.7
20:53:55,server_15,64.25
20:53:55,server_16,70.51
20:53:55,server_20,43.87
20:53:55,server_18,52.82
20:53:55,server_19,93.76
20:53:55,server_12,52.72
20:53:55,server_17,52.43
20:53:55,server_11,61.3
20:53:55,server_5,82.2
20:53:55,server_9,69.15
20:53:55,server_2,23.4
20:53:55,server_3,65.07
20:53:55,server_4,79.17
20:53:55,server_1,85.19
20:53:55,server_6,10.82
20:53:55,server_7,67.62
20:53:55,server_8,89.84
20:53:55,server_10,59.57
20:54:00,server_12,91.92
20:54:00,server_19,20.68
20:54:00,server_18,62.32
20:54:00,server_17,37.05
20:54:00,server_16,46.32
20:54:00,server_15,61.74
20:54:00,server_14,94.5
20:54:00,server_13,58.34
20:54:00,server_11,24.25
20:54:00,server_20,90.46
20:54:00,server_9,57.58
20:54:00,server_1,62.97
20:54:00,server_2,80.29
20:54:00,server_3,67.82
20:54:00,server_4,88.3
20:54:00,server_10,60.11
20:54:00,server_6,15.29
20:54:00,server_7,78.05
20:54:00,server_8,61.06
20:54:00,server_5,85.39
20:54:05,server_11,65.23
20:54:05,server_19,40.95
20:54:05,server_18,57.79
20:54:05,server_17,66.42
20:54:05,server_16,34.6
20:54:05,server_15,91.77
20:54:05,server_14,91.3
20:54:05,server_13,29.85
20:54:05,server_12,58.76
20:54:05,server_20,36.16
20:54:05,server_10,40.67
20:54:05,server_8,46.3
20:54:05,server_7,95.65
20:54:05,server_6,53.87
20:54:05,server_5,58.94
20:54:05,server_4,90.21
20:54:05,server_3,60.02
20:54:05,server_2,90.59
20:54:05,server_1,50.11
20:54:05,server_9,34.46
20:54:10,server_14,31.25
20:54:10,server_15,89.55
20:54:10,server_16,54.25
20:54:10,server_13,65.47
20:54:10,server_18,27.41
20:54:10,server_19,40.16
20:54:10,server_20,8.09
20:54:10,server_17,21.35
20:54:10,server_12,61.47
20:54:10,server_11,42.14
20:54:10,server_1,60.1
20:54:10,server_9,68.71
20:54:10,server_8,97.49
20:54:10,server_7,49.26
20:54:10,server_6,64.32
20:54:10,server_5,88.06
20:54:10,server_4,91.64
20:54:10,server_3,38.95
20:54:10,server_2,61.37
20:54:10,server_10,41.87
20:54:15,server_13,25.98
20:54:15,server_14,38.2
20:54:15,server_15,45.05
20:54:15,server_20,99.92
20:54:15,server_18,87.33
20:54:15,server_19,5.03
20:54:15,server_12,88.61
20:54:15,server_16,25.39
20:54:15,server_11,57.83
20:54:15,server_17,72.44
20:54:15,server_9,92.0
20:54:15,server_10,70.06
20:54:15,server_2,44.04
20:54:15,server_3,39.97
20:54:15,server_4,23.62
20:54:15,server_1,98.9
20:54:15,server_6,39.63
20:54:15,server_7,30.23
20:54:15,server_8,61.76
20:54:15,server_5,33.16
20:54:20,server_20,65.02
20:54:20,server_12,66.38
20:54:20,server_19,92.87
20:54:20,server_18,49.73
20:54:20,server_17,15.89
20:54:20,server_16,54.26
20:54:20,server_15,97.9
20:54:20,server_14,24.26
20:54:20,server_13,47.26
20:54:20,server_11,65.24
20:54:20,server_7,36.22
20:54:20,server_9,38.64
20:54:20,server_8,40.65
20:54:20,server_6,41.09
20:54:20,server_5,81.41
20:54:20,server_4,86.05
20:54:20,server_3,98.23
20:54:20,server_2,52.46
20:54:20,server_1,39.23
20:54:20,server_10,61.77
20:54:25,server_15,34.88
20:54:25,server_13,95.05
20:54:25,server_14,67.39
20:54:25,server_16,90.68
20:54:25,server_12,53.98
20:54:25,server_18,69.71
20:54:25,server_19,96.19
20:54:25,server_20,60.25
20:54:25,server_17,91.97
20:54:25,server_11,44.17
20:54:25,server_1,16.57
20:54:25,server_9,37.15
20:54:25,server_2,24.58
20:54:25,server_3,91.33
20:54:25,server_4,21.14
20:54:25,server_10,30.84
20:54:25,server_6,67.14
20:54:25,server_7,52.92
20:54:25,server_8,47.56
20:54:25,server_5,35.03
20:54:30,server_13,78.94
20:54:30,server_20,87.24
20:54:30,server_19,80.68
20:54:30,server_18,97.89
20:54:30,server_17,27.18
20:54:30,server_16,25.59
20:54:30,server_15,23.95
20:54:30,server_14,43.3
20:54:30,server_12,60.81
20:54:30,server_11,51.17
20:54:30,server_1,73.43
20:54:30,server_9,95.27
20:54:30,server_8,51.37
20:54:30,server_7,87.67
20:54:30,server_6,41.43
20:54:30,server_5,27.05
20:54:30,server_4,94.28
20:54:30,server_3,86.03
20:54:30,server_2,81.45
20:54:30,server_10,53.58
20:54:35,server_13,67.59
20:54:35,server_14,92.82
20:54:35,server_15,21.43
20:54:35,server_16,19.06
20:54:35,server_12,63.4
20:54:35,server_18,92.19
20:54:35,server_19,35.51
20:54:35,server_20,10.45
20:54:35,server_17,93.92
20:54:35,server_11,29.95
20:54:35,server_1,66.2
20:54:35,server_9,24.19
20:54:35,server_8,42.99
20:54:35,server_7,28.79
20:54:35,server_6,22.81
20:54:35,server_5,83.35
20:54:35,server_4,88.06
20:54:35,server_3,38.62
20:54:35,server_2,35.2
20:54:35,server_10,42.24
20:54:40,server_13,87.82
20:54:40,server_14,99.17
20:54:40,server_15,75.95
20:54:40,server_16,58.53
20:54:40,server_20,97.07
20:54:40,server_18,45.14
20:54:40,server_19,56.8
20:54:40,server_12,45.23
20:54:40,server_17,26.32
20:54:40,server_11,46.03
20:54:40,server_1,66.54
20:54:40,server_9,29.27
20:54:40,server_2,60.01
20:54:40,server_3,5.2
20:54:40,server_4,58.69
20:54:40,server_10,28.72
20:54:40,server_6,50.34
20:54:40,server_7,53.78
20:54:40,server_8,48.95
20:54:40,server_5,58.77
20:54:45,server_12,26.51
20:54:45,server_19,31.2
20:54:45,server_18,56.4
20:54:45,server_17,38.04
20:54:45,server_16,14.19
20:54:45,server_15,27.1
20:54:45,server_14,48.4
20:54:45,server_13,96.8
20:54:45,server_20,28.88
20:54:45,server_11,43.75
20:54:45,server_9,91.69
20:54:45,server_8,50.49
20:54:45,server_7,39.87
20:54:45,server_6,73.67
20:54:45,server_5,52.11
20:54:45,server_4,67.75
20:54:45,server_3,33.8
20:54:45,server_2,38.72
20:54:45,server_1,65.77
20:54:45,server_10,86.87
20:54:50,server_13,20.3
20:54:50,server_14,65.03
20:54:50,server_15,20.46
20:54:50,server_16,55.3
20:54:50,server_12,27.49
20:54:50,server_18,62.99
20:54:50,server_19,88.11
20:54:50,server_20,63.35
20:54:50,server_17,76.82
20:54:50,server_11,52.75
20:54:50,server_5,37.61
20:54:50,server_9,50.15
20:54:50,server_1,30.33
20:54:50,server_2,25.65
20:54:50,server_3,64.2
20:54:50,server_4,19.02
20:54:50,server_10,58.43
20:54:50,server_6,39.7
20:54:50,server_7,63.11
20:54:50,server_8,56.04
20:54:55,server_20,63.11
20:54:55,server_19,85.03
20:54:55,server_18,46.79
20:54:55,server_17,52.02
20:54:55,server_16,24.11
20:54:55,server_15,75.93
20:54:55,server_13,17.31
20:54:55,server_12,69.83
20:54:55,server_11,40.95
20:54:55,server_14,88.48
20:54:55,server_9,63.0
20:54:55,server_10,73.62
20:54:55,server_2,24.3
20:54:55,server_3,91.99
20:54:55,server_4,57.9
20:54:55,server_1,35.43
20:54:55,server_6,61.25
20:54:55,server_7,64.0
20:54:55,server_8,23.71
20:54:55,server_5,26.88
20:55:00,server_12,89.64
20:55:00,server_20,57.6
20:55:00,server_19,9.62
20:55:00,server_18,94.91
20:55:00,server_17,5.91
20:55:00,server_16,54.38
20:55:00,server_15,23.36
20:55:00,server_14,45.87
20:55:00,server_13,26.99
20:55:00,server_11,54.73
20:55:00,server_3,65.64
20:55:00,server_9,54.89
20:55:00,server_10,48.48
20:55:00,server_2,68.51
20:55:00,server_4,60.95
20:55:00,server_1,50.21
20:55:00,server_6,58.24
20:55:00,server_7,47.36
20:55:00,server_8,58.51
20:55:00,server_5,28.25
20:55:05,server_12,58.21
20:55:05,server_20,89.63
20:55:05,server_19,88.79
20:55:05,server_18,29.4
20:55:05,server_17,66.44
20:55:05,server_16,44.68
20:55:05,server_15,24.29
20:55:05,server_13,58.93
20:55:05,server_11,87.22
20:55:05,server_14,2.66
20:55:05,server_9,36.49
20:55:05,server_2,53.49
20:55:05,server_3,58.4
20:55:05,server_4,59.59
20:55:05,server_5,32.34
20:55:05,server_1,80.97
20:55:05,server_10,33.22
20:55:05,server_7,21.18
20:55:05,server_8,76.28
20:55:05,server_6,59.83
20:55:10,server_12,60.39
20:55:10,server_19,23.55
20:55:10,server_18,92.47
20:55:10,server_17,42.95
20:55:10,server_16,89.26
20:55:10,server_15,49.08
20:55:10,server_14,37.13
20:55:10,server_13,50.19
20:55:10,server_11,75.05
20:55:10,server_20,8.58
20:55:10,server_9,17.07
20:55:10,server_1,63.04
20:55:10,server_2,38.47
20:55:10,server_3,58.26
20:55:10,server_4,35.38
20:55:10,server_10,86.8
20:55:10,server_6,78.36
20:55:10,server_7,56.35
20:55:10,server_8,24.87
20:55:10,server_5,23.71
20:55:15,server_11,62.27
20:55:15,server_19,83.03
20:55:15,server_18,0.97
20:55:15,server_17,89.45
20:55:15,server_16,38.24
20:55:15,server_15,63.05
20:55:15,server_14,21.42
20:55:15,server_13,23.08
20:55:15,server_12,51.13
20:55:15,server_20,49.57
20:55:15,server_10,36.08
20:55:15,server_8,87.24
20:55:15,server_7,68.55
20:55:15,server_6,97.82
20:55:15,server_5,80.97
20:55:15,server_4,30.74
20:55:15,server_3,40.82
20:55:15,server_2,83.84
20:55:15,server_1,20.98
20:55:15,server_9,55.44
20:55:20,server_13,89.32
20:55:20,server_14,96.79
20:55:20,server_15,48.86
20:55:20,server_16,58.22
20:55:20,server_20,54.8
20:55:20,server_18,49.58
20:55:20,server_19,18.9
20:55:20,server_12,58.85
20:55:20,server_17,89.17
20:55:20,server_11,83.19
20:55:20,server_4,2.01
20:55:20,server_9,85.73
20:55:20,server_10,55.47
20:55:20,server_2,48.23
20:55:20,server_3,29.17
20:55:20,server_1,42.04
20:55:20,server_6,98.12
20:55:20,server_7,42.66
20:55:20,server_8,86.73
20:55:20,server_5,80.18
20:55:25,server_20,49.65
20:55:25,server_19,56.46
20:55:25,server_18,47.53
20:55:25,server_17,25.81
20:55:25,server_16,75.33
20:55:25,server_15,56.16
20:55:25,server_14,29.92
20:55:25,server_12,20.99
20:55:25,server_11,97.88
20:55:25,server_13,57.4
20:55:25,server_9,20.55
20:55:25,server_10,62.35
20:55:25,server_2,98.92
20:55:25,server_3,35.54
20:55:25,server_4,90.58
20:55:25,server_1,91.16
20:55:25,server_6,79.41
20:55:25,server_7,50.51
20:55:25,server_8,22.02
20:55:25,server_5,92.33
20:55:30,server_12,88.07
20:55:30,server_20,55.55
20:55:30,server_19,0.27
20:55:30,server_18,52.61
20:55:30,server_17,69.02
20:55:30,server_16,27.88
20:55:30,server_15,88.24
20:55:30,server_14,69.0
20:55:30,server_13,10.79
20:55:30,server_11,14.78
20:55:30,server_3,38.0
20:55:30,server_9,13.88
20:55:30,server_8,99.09
20:55:30,server_7,7.43
20:55:30,server_6,45.06
20:55:30,server_5,25.77
20:55:30,server_4,98.34
20:55:30,server_2,85.55
20:55:30,server_1,30.14
20:55:30,server_10,47.67
20:55:35,server_15,36.44
20:55:35,server_14,58.01
20:55:35,server_16,9.53
20:55:35,server_17,40.58
20:55:35,server_3,59.02
20:55:35,server_19,45.94
20:55:35,server_13,26.75
20:55:35,server_20,56.25
20:55:35,server_18,49.07
20:55:35,server_12,0.56
20:55:35,server_1,46.49
20:55:35,server_10,44.73
20:55:35,server_2,86.51
20:55:35,server_4,96.11
20:55:35,server_5,36.39
20:55:35,server_11,18.04
20:55:35,server_7,78.45
20:55:35,server_8,75.2
20:55:35,server_9,32.93
20:55:35,server_6,25.14
20:55:40,server_12,22.2
20:55:40,server_19,91.79
20:55:40,server_18,60.97
20:55:40,server_17,2.1
20:55:40,server_16,85.7
20:55:40,server_15,42.6
20:55:40,server_14,98.64
20:55:40,server_13,63.18
20:55:40,server_20,61.08
20:55:40,server_11,35.16
20:55:40,server_9,57.19
20:55:40,server_8,33.63
20:55:40,server_7,20.51
20:55:40,server_6,96.69
20:55:40,server_5,40.21
20:55:40,server_4,96.6
20:55:40,server_3,33.09
20:55:40,server_2,99.24
20:55:40,server_1,11.75
20:55:40,server_10,45.77
20:55:45,server_12,68.2
20:55:45,server_13,85.18
20:55:45,server_14,67.53
20:55:45,server_15,20.5
20:55:45,server_11,32.17
20:55:45,server_17,53.5
20:55:45,server_18,1.46
20:55:45,server_19,42.87
20:55:45,server_16,54.64
20:55:45,server_20,67.17
20:55:45,server_10,60.71
20:55:45,server_8,42.74
20:55:45,server_7,58.4
20:55:45,server_6,43.9
20:55:45,server_5,25.46
20:55:45,server_4,0.52
20:55:45,server_3,31.47
20:55:45,server_2,14.1
20:55:45,server_1,57.04
20:55:45,server_9,44.64
20:55:50,server_13,45.33
20:55:50,server_14,39.86
20:55:50,server_15,85.2
20:55:50,server_16,90.45
20:55:50,server_20,20.82
20:55:50,server_18,94.66
20:55:50,server_19,26.19
20:55:50,server_12,45.01
20:55:50,server_17,94.75
20:55:50,server_11,65.89
20:55:50,server_10,96.2
20:55:50,server_9,35.12
20:55:50,server_2,42.22
20:55:50,server_3,91.81
20:55:50,server_4,23.78
20:55:50,server_1,78.57
20:55:50,server_6,63.74
20:55:50,server_7,55.97
20:55:50,server_8,67.23
20:55:50,server_5,49.84
20:55:55,server_12,48.56
20:55:55,server_19,65.87
20:55:55,server_18,86.41
20:55:55,server_17,8.37
20:55:55,server_16,45.53
20:55:55,server_15,59.07
20:55:55,server_14,98.58
20:55:55,server_13,28.2
20:55:55,server_11,88.18
20:55:55,server_20,23.05
20:55:55,server_9,60.74
20:55:55,server_1,69.61
20:55:55,server_2,23.36
20:55:55,server_3,66.19
20:55:55,server_4,54.15
20:55:55,server_10,51.58
20:55:55,server_6,27.21
20:55:55,server_7,47.36
20:55:55,server_8,35.35
20:55:55,server_5,7.32
20:56:00,server_12,43.79
20:56:00,server_19,51.26
20:56:00,server_18,62.77
20:56:00,server_17,53.68
20:56:00,server_16,66.62
20:56:00,server_15,93.27
20:56:00,server_14,57.54
20:56:00,server_13,31.29
20:56:00,server_11,32.98
20:56:00,server_20,52.92
20:56:00,server_9,44.94
20:56:00,server_1,31.27
20:56:00,server_2,67.73
20:56:00,server_3,39.99
20:56:00,server_4,25.58
20:56:00,server_10,63.39
20:56:00,server_6,98.98
20:56:00,server_7,21.16
20:56:00,server_8,21.11
20:56:00,server_5,50.56
20:56:05,server_11,20.21
20:56:05,server_19,52.79
20:56:05,server_18,27.2
20:56:05,server_17,47.18
20:56:05,server_16,35.12
20:56:05,server_15,99.71
20:56:05,server_14,49.06
20:56:05,server_13,42.02
20:56:05,server_12,50.65
20:56:05,server_20,25.78
20:56:05,server_10,93.27
20:56:05,server_8,55.53
20:56:05,server_7,90.73
20:56:05,server_6,68.26
20:56:05,server_5,57.79
20:56:05,server_4,87.81
20:56:05,server_3,88.9
20:56:05,server_2,99.62
20:56:05,server_1,87.34
20:56:05,server_9,9.14
20:56:10,server_13,96.0
20:56:10,server_14,20.29
20:56:10,server_15,81.79
20:56:10,server_12,48.32
20:56:10,server_17,95.83
20:56:10,server_18,23.73
20:56:10,server_19,59.12
20:56:10,server_16,62.1
20:56:10,server_11,98.55
20:56:10,server_20,48.45
20:56:10,server_9,59.6
20:56:10,server_1,93.39
20:56:10,server_2,23.83
20:56:10,server_3,27.26
20:56:10,server_4,8.36
20:56:10,server_10,85.46
20:56:10,server_6,26.74
20:56:10,server_7,43.11
20:56:10,server_8,99.65
20:56:10,server_5,51.17
20:56:15,server_19,69.3
20:56:15,server_18,51.25
20:56:15,server_17,13.99
20:56:15,server_16,24.66
20:56:15,server_15,69.95
20:56:15,server_14,45.17
20:56:15,server_13,34.75
20:56:15,server_12,58.74
20:56:15,server_11,22.36
20:56:15,server_20,16.04
20:56:15,server_9,48.24
20:56:15,server_1,39.33
20:56:15,server_2,83.03
20:56:15,server_3,46.54
20:56:15,server_4,94.1
20:56:15,server_10,89.41
20:56:15,server_6,33.55
20:56:15,server_7,23.9
20:56:15,server_8,27.47
20:56:15,server_5,20.53
20:56:20,server_11,45.96
20:56:20,server_19,12.37
20:56:20,server_18,20.56
20:56:20,server_17,69.04
20:56:20,server_16,44.03
20:56:20,server_15,22.27
20:56:20,server_14,56.84
20:56:20,server_13,47.08
20:56:20,server_12,93.93
20:56:20,server_20,25.57
20:56:20,server_10,89.29
20:56:20,server_8,86.99
20:56:20,server_9,90.7
20:56:20,server_1,50.14
20:56:20,server_2,36.75
20:56:20,server_3,47.66
20:56:20,server_5,53.59
20:56:20,server_6,65.99
20:56:20,server_7,23.33
20:56:20,server_4,44.64
20:56:25,server_20,94.9
20:56:25,server_11,54.8
20:56:25,server_18,67.99
20:56:25,server_17,68.63
20:56:25,server_16,37.65
20:56:25,server_15,28.35
20:56:25,server_14,35.54
20:56:25,server_13,55.78
20:56:25,server_12,62.74
20:56:25,server_19,39.89
20:56:25,server_10,95.38
20:56:25,server_8,51.84
20:56:25,server_1,56.99
20:56:25,server_2,90.14
20:56:25,server_3,16.33
20:56:25,server_9,69.68
20:56:25,server_5,30.23
20:56:25,server_6,20.14
20:56:25,server_7,31.31
20:56:25,server_4,59.51
20:56:30,server_12,75.98
20:56:30,server_19,30.27
20:56:30,server_18,61.44
20:56:30,server_17,48.33
20:56:30,server_16,61.03
20:56:30,server_15,38.13
20:56:30,server_14,35.86
20:56:30,server_13,11.5
20:56:30,server_11,35.49
20:56:30,server_20,42.28
20:56:30,server_9,44.73
20:56:30,server_1,32.21
20:56:30,server_2,6.4
20:56:30,server_3,97.89
20:56:30,server_4,65.93
20:56:30,server_10,27.67
20:56:30,server_6,32.21
20:56:30,server_7,54.59
20:56:30,server_8,68.77
20:56:30,server_5,53.98
20:56:35,server_11,70.53
20:56:35,server_19,66.01
20:56:35,server_18,47.75
20:56:35,server_17,32.49
20:56:35,server_16,50.45
20:56:35,server_15,23.32
20:56:35,server_14,98.19
20:56:35,server_13,90.73
20:56:35,server_12,27.28
20:56:35,server_20,83.75
20:56:35,server_10,65.99
20:56:35,server_8,53.06
20:56:35,server_7,69.61
20:56:35,server_6,87.38
20:56:35,server_5,48.59
20:56:35,server_4,38.88
20:56:35,server_3,62.06
20:56:35,server_2,22.96
20:56:35,server_1,32.01
20:56:35,server_9,63.03
20:56:40,server_13,51.59
20:56:40,server_14,48.75
20:56:40,server_16,61.17
20:56:40,server_12,58.58
20:56:40,server_18,54.81
20:56:40,server_19,53.29
20:56:40,server_20,25.17
20:56:40,server_17,20.04
20:56:40,server_11,55.87
20:56:40,server_15,44.18
20:56:40,server_9,34.15
20:56:40,server_2,21.21
20:56:40,server_3,84.93
20:56:40,server_4,61.76
20:56:40,server_5,67.45
20:56:40,server_1,36.86
20:56:40,server_6,91.4
20:56:40,server_7,2.78
20:56:40,server_8,64.78
20:56:40,server_10,32.88
20:56:45,server_12,32.47
20:56:45,server_20,63.94
20:56:45,server_19,5.64
20:56:45,server_18,92.08
20:56:45,server_17,20.78
20:56:45,server_16,66.52
20:56:45,server_15,42.58
20:56:45,server_14,39.96
20:56:45,server_13,12.57
20:56:45,server_11,97.51
20:56:45,server_10,36.55
20:56:45,server_9,87.3
20:56:45,server_2,27.54
20:56:45,server_3,95.64
20:56:45,server_4,37.57
20:56:45,server_1,88.11
20:56:45,server_6,42.87
20:56:45,server_7,98.23
20:56:45,server_8,15.0
20:56:45,server_5,88.9
20:56:50,server_12,63.89
20:56:50,server_19,26.29
20:56:50,server_18,52.45
20:56:50,server_17,53.31
20:56:50,server_16,51.25
20:56:50,server_15,18.79
20:56:50,server_14,39.17
20:56:50,server_13,29.57
20:56:50,server_11,59.35
20:56:50,server_20,64.54
20:56:50,server_9,86.76
20:56:50,server_1,4.64
20:56:50,server_2,50.22
20:56:50,server_3,34.08
20:56:50,server_4,23.24
20:56:50,server_10,97.89
20:56:50,server_6,69.95
20:56:50,server_7,55.99
20:56:50,server_8,40.82
20:56:50,server_5,20.91
20:56:55,server_12,47.25
20:56:55,server_19,42.31
20:56:55,server_18,67.42
20:56:55,server_17,37.58
20:56:55,server_16,24.66
20:56:55,server_15,69.8
20:56:55,server_14,12.9
20:56:55,server_13,59.73
20:56:55,server_11,86.02
20:56:55,server_20,60.18
20:56:55,server_9,64.24
20:56:55,server_1,38.72
20:56:55,server_2,65.93
20:56:55,server_3,16.4
20:56:55,server_4,38.18
20:56:55,server_10,78.5
20:56:55,server_6,49.59
20:56:55,server_7,37.87
20:56:55,server_8,53.77
20:56:55,server_5,58.17
20:57:00,server_11,43.41
20:57:00,server_19,13.14
20:57:00,server_18,68.17
20:57:00,server_17,28.21
20:57:00,server_16,66.35
20:57:00,server_15,32.2
20:57:00,server_14,28.24
20:57:00,server_13,26.71
20:57:00,server_12,27.59
20:57:00,server_20,64.69
20:57:00,server_10,20.27
20:57:00,server_8,89.64
20:57:00,server_7,98.31
20:57:00,server_6,85.93
20:57:00,server_5,86.74
20:57:00,server_4,78.0
20:57:00,server_3,35.34
20:57:00,server_2,39.09
20:57:00,server_1,35.78
20:57:00,server_9,44.68
20:57:05,server_13,43.86
20:57:05,server_14,67.05
20:57:05,server_15,38.73
20:57:05,server_12,39.43
20:57:05,server_17,33.53
20:57:05,server_18,58.69
20:57:05,server_19,9.55
20:57:05,server_16,64.49
20:57:05,server_11,59.6
20:57:05,server_20,68.71
20:57:05,server_9,62.54
20:57:05,server_1,88.82
20:57:05,server_2,22.67
20:57:05,server_3,39.51
20:57:05,server_4,50.95
20:57:05,server_10,51.61
20:57:05,server_6,21.01
20:57:05,server_7,23.5
20:57:05,server_8,50.21
