ts,server_id,disk_io
20:54:00,server_1,155.22
20:54:00,server_2,2.96
20:54:00,server_3,10.43
20:54:00,server_4,72.13
20:54:00,server_10,10.72
20:54:00,server_6,0.0
20:54:00,server_7,1.7
20:54:00,server_8,1802.07
20:54:00,server_5,79.87
20:54:05,server_11,1424.74
20:54:05,server_19,0.0
20:54:05,server_18,10.17
20:54:05,server_17,1006.86
20:54:05,server_16,116.93
20:54:05,server_15,58.18
20:54:05,server_14,219.69
20:54:05,server_13,0.0
20:54:05,server_12,137.72
20:54:05,server_20,3881.94
20:54:05,server_10,62.22
20:54:05,server_8,868.38
20:54:05,server_7,71.33
20:54:05,server_6,150.41
20:54:05,server_5,13.43
20:54:05,server_4,72.31
20:54:05,server_3,1764.39
20:54:05,server_2,52.8
20:54:05,server_1,187.97
20:54:05,server_9,0.0
20:54:10,server_14,8678.05
20:54:10,server_15,84.06
20:54:10,server_16,41.48
20:54:10,server_13,87.19
20:54:10,server_18,0.0
20:54:10,server_19,0.0
20:54:10,server_20,62.81
20:54:10,server_17,41.72
20:54:10,server_12,87.27
20:54:10,server_11,52.31
20:54:10,server_1,1543.07
20:54:10,server_9,173.22
20:54:10,server_8,77.9
20:54:10,server_7,101.58
20:54:10,server_6,843.61
20:54:10,server_5,144.24
20:54:10,server_4,71.16
20:54:10,server_3,13.54
20:54:10,server_2,73.77
20:54:10,server_10,6310.18
20:54:15,server_13,99.05
20:54:15,server_14,79.32
20:54:15,server_15,6.43
20:54:15,server_20,109.87
20:54:15,server_18,124.87
20:54:15,server_19,0.0
20:54:15,server_12,0.0
20:54:15,server_16,9921.92
20:54:15,server_11,1492.61
20:54:15,server_17,59.01
20:54:15,server_9,105.53
20:54:15,server_10,193.67
20:54:15,server_2,91.6
20:54:15,server_3,9613.5
20:54:15,server_4,73.39
20:54:15,server_1,57.01
20:54:15,server_6,7691.17
20:54:15,server_7,0.0
20:54:15,server_8,136.83
20:54:15,server_5,9.26
20:54:20,server_20,39.55
20:54:20,server_12,1549.51
20:54:20,server_19,0.0
20:54:20,server_18,752.9
20:54:20,server_17,76.45
20:54:20,server_16,36.35
20:54:20,server_15,42.92
20:54:20,server_14,8160.06
20:54:20,server_13,69.66
20:54:20,server_11,124.76
20:54:20,server_7,100.52
20:54:20,server_9,127.37
20:54:20,server_8,0.0
20:54:20,server_6,800.39
20:54:20,server_5,99.59
20:54:20,server_4,84.13
20:54:20,server_3,115.41
20:54:20,server_2,135.48
20:54:20,server_1,0.0
20:54:20,server_10,22.19
20:54:25,server_15,8719.95
20:54:25,server_13,31.96
20:54:25,server_14,124.46
20:54:25,server_16,65.49
20:54:25,server_12,56.57
20:54:25,server_18,95.92
20:54:25,server_19,133.16
20:54:25,server_20,1077.97
20:54:25,server_17,130.58
20:54:25,server_11,36.44
20:54:25,server_1,54.08
20:54:25,server_9,5856.74
20:54:25,server_2,0.0
20:54:25,server_3,87.19
20:54:25,server_4,48.71
20:54:25,server_10,60.77
20:54:25,server_6,1382.11
20:54:25,server_7,1761.34
20:54:25,server_8,111.56
20:54:25,server_5,124.83
20:54:30,server_13,8.64
20:54:30,server_20,17.2
20:54:30,server_19,16.08
20:54:30,server_18,32.42
20:54:30,server_17,0.0
20:54:30,server_16,3118.14
20:54:30,server_15,8278.0
20:54:30,server_14,65.75
20:54:30,server_12,77.34
20:54:30,server_11,21.67
20:54:30,server_1,125.4
20:54:30,server_9,97.18
20:54:30,server_8,180.4
20:54:30,server_7,32.41
20:54:30,server_6,8697.24
20:54:30,server_5,16.74
20:54:30,server_4,2.65
20:54:30,server_3,123.34
20:54:30,server_2,0.0
20:54:30,server_10,32.81
20:54:35,server_13,113.25
20:54:35,server_14,69.08
20:54:35,server_15,59.82
20:54:35,server_16,48.67
20:54:35,server_12,111.91
20:54:35,server_18,0.0
20:54:35,server_19,0.0
20:54:35,server_20,116.41
20:54:35,server_17,121.58
20:54:35,server_11,38.96
20:54:35,server_1,67.05
20:54:35,server_9,0.0
20:54:35,server_8,87.91
20:54:35,server_7,12.96
20:54:35,server_6,0.0
20:54:35,server_5,22.25
20:54:35,server_4,90.46
20:54:35,server_3,3070.1
20:54:35,server_2,87.49
20:54:35,server_10,88.45
20:54:40,server_13,28.74
20:54:40,server_14,145.82
20:54:40,server_15,150.05
20:54:40,server_16,41.7
20:54:40,server_20,170.68
20:54:40,server_18,8246.74
20:54:40,server_19,193.38
20:54:40,server_12,128.71
20:54:40,server_17,29.34
20:54:40,server_11,104.36
20:54:40,server_1,163.72
20:54:40,server_9,88.28
20:54:40,server_2,1434.38
20:54:40,server_3,65.68
20:54:40,server_4,0.0
20:54:40,server_10,3514.56
20:54:40,server_6,0.0
20:54:40,server_7,0.0
20:54:40,server_8,0.0
20:54:40,server_5,9.19
20:54:45,server_12,36.88
20:54:45,server_19,50.25
20:54:45,server_18,66.37
20:54:45,server_17,0.0
20:54:45,server_16,48.7
20:54:45,server_15,84.98
20:54:45,server_14,8068.57
20:54:45,server_13,14.55
20:54:45,server_20,0.0
20:54:45,server_11,0.0
20:54:45,server_9,124.25
20:54:45,server_8,82.46
20:54:45,server_7,0.0
20:54:45,server_6,129.07
20:54:45,server_5,83.88
20:54:45,server_4,1222.14
20:54:45,server_3,4582.17
20:54:45,server_2,0.0
20:54:45,server_1,119.98
20:54:45,server_10,105.1
20:54:50,server_13,25.82
20:54:50,server_14,37.14
20:54:50,server_15,59.1
20:54:50,server_16,1471.08
20:54:50,server_12,43.98
20:54:50,server_18,95.53
20:54:50,server_19,72.7
20:54:50,server_20,1321.58
20:54:50,server_17,173.92
20:54:50,server_11,26.48
20:54:50,server_5,9058.46
20:54:50,server_9,110.52
20:54:50,server_1,8630.75
20:54:50,server_2,30.41
20:54:50,server_3,746.13
20:54:50,server_4,106.96
20:54:50,server_10,76.16
20:54:50,server_6,92.96
20:54:50,server_7,168.96
20:54:50,server_8,12.69
20:54:55,server_20,4.54
20:54:55,server_19,67.81
20:54:55,server_18,6390.28
20:54:55,server_17,1100.66
20:54:55,server_16,29.55
20:54:55,server_15,179.14
20:54:55,server_13,115.27
20:54:55,server_12,79.51
20:54:55,server_11,0.15
20:54:55,server_14,85.12
20:54:55,server_9,33.67
20:54:55,server_10,108.24
20:54:55,server_2,0.0
20:54:55,server_3,111.71
20:54:55,server_4,753.91
20:54:55,server_1,43.91
20:54:55,server_6,1545.95
20:54:55,server_7,51.48
20:54:55,server_8,4255.75
20:54:55,server_5,9831.86
20:55:00,server_12,0.0
20:55:00,server_20,547.3
20:55:00,server_19,83.18
20:55:00,server_18,27.62
20:55:00,server_17,0.0
20:55:00,server_16,105.31
20:55:00,server_15,41.96
20:55:00,server_14,57.76
20:55:00,server_13,75.55
20:55:00,server_11,99.17
20:55:00,server_3,0.0
20:55:00,server_9,49.14
20:55:00,server_10,53.12
20:55:00,server_2,16.45
20:55:00,server_4,129.82
20:55:00,server_1,40.52
20:55:00,server_6,93.19
20:55:00,server_7,86.97
20:55:00,server_8,86.21
20:55:00,server_5,41.92
20:55:05,server_12,41.9
20:55:05,server_20,33.95
20:55:05,server_19,63.42
20:55:05,server_18,8.27
20:55:05,server_17,1197.48
20:55:05,server_16,6355.81
20:55:05,server_15,55.23
20:55:05,server_13,0.0
20:55:05,server_11,52.6
20:55:05,server_14,116.13
20:55:05,server_9,7816.05
20:55:05,server_2,36.44
20:55:05,server_3,794.47
20:55:05,server_4,88.16
20:55:05,server_5,5413.05
20:55:05,server_1,38.28
20:55:05,server_10,11.31
20:55:05,server_7,105.09
20:55:05,server_8,6.23
20:55:05,server_6,1044.71
20:55:10,server_12,8.73
20:55:10,server_19,64.0
20:55:10,server_18,166.21
20:55:10,server_17,47.51
20:55:10,server_16,0.0
20:55:10,server_15,14.81
20:55:10,server_14,6633.18
20:55:10,server_13,56.69
20:55:10,server_11,122.95
20:55:10,server_20,85.52
20:55:10,server_9,52.69
20:55:10,server_1,1483.63
20:55:10,server_2,19.77
20:55:10,server_3,125.3
20:55:10,server_4,83.37
20:55:10,server_10,112.69
20:55:10,server_6,104.2
20:55:10,server_7,1579.4
20:55:10,server_8,41.06
20:55:10,server_5,6659.63
20:55:15,server_11,128.21
20:55:15,server_19,78.87
20:55:15,server_18,44.32
20:55:15,server_17,58.6
20:55:15,server_16,9797.31
20:55:15,server_15,0.0
20:55:15,server_14,0.0
20:55:15,server_13,6924.38
20:55:15,server_12,26.08
20:55:15,server_20,0.0
20:55:15,server_10,59.26
20:55:15,server_8,30.52
20:55:15,server_7,52.71
20:55:15,server_6,170.29
20:55:15,server_5,152.97
20:55:15,server_4,3083.02
20:55:15,server_3,3251.6
20:55:15,server_2,103.19
20:55:15,server_1,3708.41
20:55:15,server_9,94.73
20:55:20,server_13,0.0
20:55:20,server_14,104.39
20:55:20,server_15,31.55
20:55:20,server_16,1552.47
20:55:20,server_20,57.76
20:55:20,server_18,124.87
20:55:20,server_19,35.92
20:55:20,server_12,800.59
20:55:20,server_17,63.7
20:55:20,server_11,100.9
20:55:20,server_4,20.61
20:55:20,server_9,88.16
20:55:20,server_10,43.56
20:55:20,server_2,138.66
20:55:20,server_3,18.07
20:55:20,server_1,7319.9
20:55:20,server_6,63.95
20:55:20,server_7,4708.93
20:55:20,server_8,58.95
20:55:20,server_5,0.0
20:55:25,server_20,64.02
20:55:25,server_19,71.06
20:55:25,server_18,54.43
20:55:25,server_17,9530.46
20:55:25,server_16,54.8
20:55:25,server_15,0.0
20:55:25,server_14,51.31
20:55:25,server_12,0.0
20:55:25,server_11,93.92
20:55:25,server_13,19.5
20:55:25,server_9,15.64
20:55:25,server_10,599.37
20:55:25,server_2,69.21
20:55:25,server_3,114.07
20:55:25,server_4,78.67
20:55:25,server_1,90.94
20:55:25,server_6,48.3
20:55:25,server_7,54.04
20:55:25,server_8,9.55
20:55:25,server_5,0.0
20:55:30,server_12,69.41
20:55:30,server_20,747.64
20:55:30,server_19,54.24
20:55:30,server_18,198.54
20:55:30,server_17,1264.48
20:55:30,server_16,0.0
20:55:30,server_15,18.41
20:55:30,server_14,58.91
20:55:30,server_13,69.31
20:55:30,server_11,49.69
20:55:30,server_3,147.49
20:55:30,server_9,20.25
20:55:30,server_8,95.81
20:55:30,server_7,0.0
20:55:30,server_6,95.03
20:55:30,server_5,8.58
20:55:30,server_4,122.13
20:55:30,server_2,112.9
20:55:30,server_1,3422.35
20:55:30,server_10,1182.83
20:55:35,server_15,9439.24
20:55:35,server_14,11.37
20:55:35,server_16,84.77
20:55:35,server_17,0.0
20:55:35,server_3,926.3
20:55:35,server_19,588.8
20:55:35,server_13,6505.73
20:55:35,server_20,68.24
20:55:35,server_18,23.73
20:55:35,server_12,112.7
20:55:35,server_1,6.06
20:55:35,server_10,9014.23
20:55:35,server_2,45.67
20:55:35,server_4,96.25
20:55:35,server_5,26.18
20:55:35,server_11,139.02
20:55:35,server_7,13.14
20:55:35,server_8,57.26
20:55:35,server_9,0.0
20:55:35,server_6,116.9
20:55:40,server_12,65.38
20:55:40,server_19,20.98
20:55:40,server_18,88.13
20:55:40,server_17,54.08
20:55:40,server_16,78.8
20:55:40,server_15,52.51
20:55:40,server_14,136.16
20:55:40,server_13,116.84
20:55:40,server_20,20.54
20:55:40,server_11,73.23
20:55:40,server_9,94.32
20:55:40,server_8,58.27
20:55:40,server_7,55.19
20:55:40,server_6,66.33
20:55:40,server_5,133.4
20:55:40,server_4,74.41
20:55:40,server_3,5088.1
20:55:40,server_2,170.39
20:55:40,server_1,33.4
20:55:40,server_10,866.71
20:55:45,server_12,69.95
20:55:45,server_13,39.86
20:55:45,server_14,62.07
20:55:45,server_15,0.0
20:55:45,server_11,4.6
20:55:45,server_17,2.96
20:55:45,server_18,102.27
20:55:45,server_19,0.0
20:55:45,server_16,144.89
20:55:45,server_20,161.38
20:55:45,server_10,97.11
20:55:45,server_8,0.0
20:55:45,server_7,93.5
20:55:45,server_6,42.3
20:55:45,server_5,104.28
20:55:45,server_4,38.37
20:55:45,server_3,5978.85
20:55:45,server_2,0.0
20:55:45,server_1,56.37
20:55:45,server_9,0.0
20:55:50,server_13,90.63
20:55:50,server_14,9422.38
20:55:50,server_15,138.55
20:55:50,server_16,0.0
20:55:50,server_20,55.43
20:55:50,server_18,79.67
20:55:50,server_19,64.72
20:55:50,server_12,34.13
20:55:50,server_17,96.48
20:55:50,server_11,583.29
20:55:50,server_10,0.0
20:55:50,server_9,0.0
20:55:50,server_2,40.16
20:55:50,server_3,17.64
20:55:50,server_4,0.0
20:55:50,server_1,44.67
20:55:50,server_6,1803.66
20:55:50,server_7,67.6
20:55:50,server_8,1396.73
20:55:50,server_5,81.03
20:55:55,server_12,10.2
20:55:55,server_19,72.8
20:55:55,server_18,153.68
20:55:55,server_17,122.42
20:55:55,server_16,68.62
20:55:55,server_15,1395.89
20:55:55,server_14,208.67
20:55:55,server_13,128.88
20:55:55,server_11,51.85
20:55:55,server_20,39.97
20:55:55,server_9,43.46
20:55:55,server_1,665.97
20:55:55,server_2,37.63
20:55:55,server_3,0.0
20:55:55,server_4,94.2
20:55:55,server_10,128.9
20:55:55,server_6,0.0
20:55:55,server_7,0.0
20:55:55,server_8,4142.58
20:55:55,server_5,0.0
20:56:00,server_12,1465.99
20:56:00,server_19,96.88
20:56:00,server_18,107.98
20:56:00,server_17,1986.99
20:56:00,server_16,84.18
20:56:00,server_15,98.65
20:56:00,server_14,52.06
20:56:00,server_13,52.93
20:56:00,server_11,43.75
20:56:00,server_20,65.04
20:56:00,server_9,54.58
20:56:00,server_1,7587.77
20:56:00,server_2,126.08
20:56:00,server_3,5690.51
20:56:00,server_4,3552.77
20:56:00,server_10,30.4
20:56:00,server_6,90.25
20:56:00,server_7,7498.74
20:56:00,server_8,0.0
20:56:00,server_5,123.38
20:56:05,server_11,0.0
20:56:05,server_19,983.52
20:56:05,server_18,0.0
20:56:05,server_17,1616.56
20:56:05,server_16,24.91
20:56:05,server_15,47.09
20:56:05,server_14,19.95
20:56:05,server_13,21.55
20:56:05,server_12,0.0
20:56:05,server_20,5.31
20:56:05,server_10,80.86
20:56:05,server_8,147.35
20:56:05,server_7,112.61
20:56:05,server_6,193.52
20:56:05,server_5,39.86
20:56:05,server_4,84.18
20:56:05,server_3,85.61
20:56:05,server_2,108.11
20:56:05,server_1,78.89
20:56:05,server_9,65.44
20:56:10,server_13,125.16
20:56:10,server_14,104.96
20:56:10,server_15,23.51
20:56:10,server_12,5324.75
20:56:10,server_17,133.92
20:56:10,server_18,181.46
20:56:10,server_19,123.38
20:56:10,server_16,156.04
20:56:10,server_11,115.33
20:56:10,server_20,0.0
20:56:10,server_9,0.0
20:56:10,server_1,0.0
20:56:10,server_2,58.32
20:56:10,server_3,23.18
20:56:10,server_4,92.45
20:56:10,server_10,98.11
20:56:10,server_6,6724.31
20:56:10,server_7,1661.71
20:56:10,server_8,17.82
20:56:10,server_5,28.9
20:56:15,server_19,166.48
20:56:15,server_18,1132.29
20:56:15,server_17,60.69
20:56:15,server_16,110.81
20:56:15,server_15,122.67
20:56:15,server_14,879.16
20:56:15,server_13,0.0
20:56:15,server_12,14.41
20:56:15,server_11,5245.12
20:56:15,server_20,3.05
20:56:15,server_9,815.92
20:56:15,server_1,0.0
20:56:15,server_2,105.85
20:56:15,server_3,83.75
20:56:15,server_4,125.05
20:56:15,server_10,70.91
20:56:15,server_6,0.0
20:56:15,server_7,60.99
20:56:15,server_8,44.8
20:56:15,server_5,51.02
20:56:20,server_11,4458.12
20:56:20,server_19,63.78
20:56:20,server_18,56.26
20:56:20,server_17,1890.59
20:56:20,server_16,9.37
20:56:20,server_15,70.32
20:56:20,server_14,81.49
20:56:20,server_13,29.95
20:56:20,server_12,185.16
20:56:20,server_20,116.15
20:56:20,server_10,51.27
20:56:20,server_8,44.08
20:56:20,server_9,216.63
20:56:20,server_1,117.2
20:56:20,server_2,160.72
20:56:20,server_3,4231.14
20:56:20,server_5,37.97
20:56:20,server_6,134.87
20:56:20,server_7,0.0
20:56:20,server_4,1085.33
20:56:25,server_20,41.28
20:56:25,server_11,70.7
20:56:25,server_18,966.2
20:56:25,server_17,33.1
20:56:25,server_16,52.55
20:56:25,server_15,33.73
20:56:25,server_14,4289.41
20:56:25,server_13,81.77
20:56:25,server_12,25.72
20:56:25,server_19,46.31
20:56:25,server_10,127.22
20:56:25,server_8,102.52
20:56:25,server_1,140.92
20:56:25,server_2,53.11
20:56:25,server_3,32.74
20:56:25,server_9,5.51
20:56:25,server_5,35.37
20:56:25,server_6,0.0
20:56:25,server_7,189.94
20:56:25,server_4,132.67
20:56:30,server_12,112.2
20:56:30,server_19,0.0
20:56:30,server_18,45.76
20:56:30,server_17,4352.49
20:56:30,server_16,133.4
20:56:30,server_15,95.03
20:56:30,server_14,37.58
20:56:30,server_13,0.0
20:56:30,server_11,32.54
20:56:30,server_20,0.0
20:56:30,server_9,84.96
20:56:30,server_1,37.97
20:56:30,server_2,108.42
20:56:30,server_3,164.0
20:56:30,server_4,171.08
20:56:30,server_10,40.94
20:56:30,server_6,8127.25
20:56:30,server_7,14.22
20:56:30,server_8,709.01
20:56:30,server_5,78.97
20:56:35,server_11,115.21
20:56:35,server_19,64.65
20:56:35,server_18,1775.31
20:56:35,server_17,56.98
20:56:35,server_16,1051.57
20:56:35,server_15,8.63
20:56:35,server_14,11.27
20:56:35,server_13,69.57
20:56:35,server_12,43.79
20:56:35,server_20,32.45
20:56:35,server_10,198.75
20:56:35,server_8,68.25
20:56:35,server_7,1563.35
20:56:35,server_6,161.99
20:56:35,server_5,4772.26
20:56:35,server_4,105.72
20:56:35,server_3,5.15
20:56:35,server_2,0.0
20:56:35,server_1,8519.81
20:56:35,server_9,594.31
20:56:40,server_13,60.73
20:56:40,server_14,0.0
20:56:40,server_16,83.61
20:56:40,server_12,39.31
20:56:40,server_18,0.0
20:56:40,server_19,1210.9
20:56:40,server_20,0.0
20:56:40,server_17,0.0
20:56:40,server_11,11.26
20:56:40,server_15,6033.27
20:56:40,server_9,4516.78
20:56:40,server_2,0.0
20:56:40,server_3,34.49
20:56:40,server_4,148.58
20:56:40,server_5,1232.48
20:56:40,server_1,0.0
20:56:40,server_6,25.02
20:56:40,server_7,42.03
20:56:40,server_8,637.45
20:56:40,server_10,47.86
20:56:45,server_12,28.53
20:56:45,server_20,39.57
20:56:45,server_19,0.0
20:56:45,server_18,69.27
20:56:45,server_17,4035.62
20:56:45,server_16,127.29
20:56:45,server_15,0.0
20:56:45,server_14,6969.99
20:56:45,server_13,102.55
20:56:45,server_11,49.98
20:56:45,server_10,10.45
20:56:45,server_9,108.44
20:56:45,server_2,6196.26
20:56:45,server_3,132.51
20:56:45,server_4,0.0
20:56:45,server_1,167.44
20:56:45,server_6,7.45
20:56:45,server_7,202.4
20:56:45,server_8,26.12
20:56:45,server_5,71.26
20:56:50,server_12,151.58
20:56:50,server_19,0.0
20:56:50,server_18,197.65
20:56:50,server_17,146.26
20:56:50,server_16,751.99
20:56:50,server_15,72.47
20:56:50,server_14,18.53
20:56:50,server_13,48.95
20:56:50,server_11,21.62
20:56:50,server_20,59.83
20:56:50,server_9,57.47
20:56:50,server_1,64.76
20:56:50,server_2,81.36
20:56:50,server_3,61.64
20:56:50,server_4,15.27
20:56:50,server_10,122.22
20:56:50,server_6,50.35
20:56:50,server_7,9.0
20:56:50,server_8,7665.9
20:56:50,server_5,42.94
20:56:55,server_12,31.55
20:56:55,server_19,39.6
20:56:55,server_18,117.52
20:56:55,server_17,148.17
20:56:55,server_16,4099.19
20:56:55,server_15,182.51
20:56:55,server_14,100.87
20:56:55,server_13,104.72
20:56:55,server_11,95.3
20:56:55,server_20,1628.37
20:56:55,server_9,44.26
20:56:55,server_1,24.59
20:56:55,server_2,22.24
20:56:55,server_3,103.53
20:56:55,server_4,0.0
20:56:55,server_10,33.05
20:56:55,server_6,1871.36
20:56:55,server_7,24.37
20:56:55,server_8,65.5
20:56:55,server_5,191.45
20:57:00,server_11,89.62
20:57:00,server_19,71.73
20:57:00,server_18,139.45
20:57:00,server_17,31.72
20:57:00,server_16,29.3
20:57:00,server_15,10.74
20:57:00,server_14,0.0
20:57:00,server_13,7008.12
20:57:00,server_12,9899.35
20:57:00,server_20,90.94
20:57:00,server_10,52.63
20:57:00,server_8,151.05
20:57:00,server_7,74.73
20:57:00,server_6,88.13
20:57:00,server_5,9.16
20:57:00,server_4,64.01
20:57:00,server_3,61.25
20:57:00,server_2,86.59
20:57:00,server_1,47.03
20:57:00,server_9,26.16
20:57:05,server_13,39.87
20:57:05,server_14,48.91
20:57:05,server_15,6719.41
20:57:05,server_12,72.95
20:57:05,server_17,4818.78
20:57:05,server_18,0.35
20:57:05,server_19,117.97
20:57:05,server_16,78.18
