ts,server_id,net_in,net_out
20:54:15,server_1,1052.74,1153.17
20:54:15,server_6,131.84,162.93
20:54:15,server_7,230.61,241.02
20:54:15,server_8,6615.15,5997.94
20:54:15,server_5,293.27,430.37
20:54:20,server_20,647.69,917.27
20:54:20,server_12,4485.8,5000.99
20:54:20,server_19,948.8,1332.32
20:54:20,server_18,4287.64,3578.94
20:54:20,server_17,136.37,92.09
20:54:20,server_16,467.79,289.53
20:54:20,server_15,994.7,1199.72
20:54:20,server_14,7.49,5.18
20:54:20,server_13,417.41,376.53
20:54:20,server_11,700.08,363.27
20:54:20,server_7,391.43,429.25
20:54:20,server_9,313.45,382.21
20:54:20,server_8,422.7,249.56
20:54:20,server_6,2458.07,2918.46
20:54:20,server_5,828.25,569.01
20:54:20,server_4,853.98,520.93
20:54:20,server_3,1013.09,1015.22
20:54:20,server_2,467.95,476.97
20:54:20,server_1,403.05,386.07
20:54:20,server_10,561.02,802.5
20:54:25,server_15,112.9,80.8
20:54:25,server_13,946.18,1109.91
20:54:25,server_14,653.52,892.31
20:54:25,server_16,954.6,945.46
20:54:25,server_12,554.09,793.42
20:54:25,server_18,648.11,594.83
20:54:25,server_19,984.28,1046.97
20:54:25,server_20,1898.39,1669.99
20:54:25,server_17,936.38,1239.53
20:54:25,server_11,339.8,412.01
20:54:25,server_1,294.83,187.95
20:54:25,server_9,151.28,114.67
20:54:25,server_2,246.53,212.18
20:54:25,server_3,899.71,797.3
20:54:25,server_4,205.0,138.79
20:54:25,server_10,369.52,394.75
20:54:25,server_6,1985.99,1767.97
20:54:25,server_7,1694.77,1565.16
20:54:25,server_8,373.23,550.86
20:54:25,server_5,303.78,383.68
20:54:30,server_13,12163.84,10000.48
20:54:30,server_20,868.48,1242.94
20:54:30,server_19,882.25,580.63
20:54:30,server_18,936.39,1290.51
20:54:30,server_17,345.72,495.38
20:54:30,server_16,86.78,85.19
20:54:30,server_15,174.46,89.97
20:54:30,server_14,414.32,500.48
20:54:30,server_12,571.73,484.7
20:54:30,server_11,444.26,273.91
20:54:30,server_1,13029.48,11040.71
20:54:30,server_9,932.18,1202.79
20:54:30,server_8,7769.26,9172.46
20:54:30,server_7,821.25,552.6
20:54:30,server_6,115.64,108.35
20:54:30,server_5,239.68,189.66
20:54:30,server_4,952.38,805.04
20:54:30,server_3,881.46,500.41
20:54:30,server_2,815.74,990.6
20:54:30,server_10,481.21,364.3
20:54:35,server_13,684.61,603.53
20:54:35,server_14,900.45,1092.94
20:54:35,server_15,277.14,140.09
20:54:35,server_16,126.13,144.61
20:54:35,server_12,5966.91,5702.45
20:54:35,server_18,879.81,719.28
20:54:35,server_19,351.24,187.31
20:54:35,server_20,91.71,70.32
20:54:35,server_17,926.41,804.02
20:54:35,server_11,266.47,272.25
20:54:35,server_1,649.67,820.22
20:54:35,server_9,177.92,248.48
20:54:35,server_8,391.8,218.49
20:54:35,server_7,358.38,312.44
20:54:35,server_6,165.89,92.61
20:54:35,server_5,829.02,452.49
20:54:35,server_4,838.57,622.99
20:54:35,server_3,111.19,123.51
20:54:35,server_2,338.31,273.42
20:54:35,server_10,462.6,639.85
20:54:40,server_13,951.34,1336.08
20:54:40,server_14,985.0,1227.08
20:54:40,server_15,14127.07,12744.57
20:54:40,server_16,6837.78,5851.19
20:54:40,server_20,975.36,1199.15
20:54:40,server_18,87.92,122.36
20:54:40,server_19,14679.64,14693.29
20:54:40,server_12,457.72,614.24
20:54:40,server_17,314.94,387.1
20:54:40,server_11,402.21,250.99
20:54:40,server_1,16435.65,14204.72
20:54:40,server_9,255.05,292.28
20:54:40,server_2,3537.8,2895.44
20:54:40,server_3,132.49,88.15
20:54:40,server_4,568.23,783.08
20:54:40,server_10,76.58,57.99
20:54:40,server_6,477.51,535.72
20:54:40,server_7,575.31,477.12
20:54:40,server_8,502.48,370.86
20:54:40,server_5,592.75,390.31
20:54:45,server_12,300.93,175.03
20:54:45,server_19,295.81,195.2
20:54:45,server_18,536.1,470.09
20:54:45,server_17,382.76,305.14
20:54:45,server_16,118.82,123.93
20:54:45,server_15,268.75,236.98
20:54:45,server_14,127.88,190.29
20:54:45,server_13,936.06,1256.86
20:54:45,server_20,304.11,392.14
20:54:45,server_11,406.11,406.82
20:54:45,server_9,957.0,818.81
20:54:45,server_8,475.59,266.01
20:54:45,server_7,343.86,337.91
20:54:45,server_6,15598.57,16574.76
20:54:45,server_5,483.43,607.13
20:54:45,server_4,4424.77,4079.12
20:54:45,server_3,171.73,226.32
20:54:45,server_2,311.35,437.21
20:54:45,server_1,10224.89,8289.62
20:54:45,server_10,924.72,469.07
20:54:50,server_13,262.13,321.93
20:54:50,server_14,701.95,528.25
20:54:50,server_15,188.91,169.21
20:54:50,server_16,2878.82,2506.83
20:54:50,server_12,293.19,224.2
20:54:50,server_18,563.21,812.27
20:54:50,server_19,936.69,1307.73
20:54:50,server_20,4760.74,5427.11
20:54:50,server_17,9482.4,8671.57
20:54:50,server_11,9865.8,8138.64
20:54:50,server_5,154.15,152.17
20:54:50,server_9,469.19,276.85
20:54:50,server_1,69.7,47.79
20:54:50,server_2,336.57,296.52
20:54:50,server_3,2579.64,2727.72
20:54:50,server_4,167.27,231.11
20:54:50,server_10,644.62,370.08
20:54:50,server_6,452.62,450.61
20:54:50,server_7,683.39,367.42
20:54:50,server_8,489.47,607.35
20:54:55,server_20,14836.85,13392.15
20:54:55,server_19,784.76,506.04
20:54:55,server_18,64.41,72.88
20:54:55,server_17,1662.57,1956.4
20:54:55,server_16,287.23,201.56
20:54:55,server_15,15092.73,14305.13
20:54:55,server_13,174.98,124.94
20:54:55,server_12,12139.01,13854.71
20:54:55,server_11,450.71,259.5
20:54:55,server_14,879.64,1164.11
20:54:55,server_9,583.83,499.62
20:54:55,server_10,5046.58,4385.81
20:54:55,server_2,334.83,378.85
20:54:55,server_3,951.36,1011.91
20:54:55,server_4,4218.5,3642.42
20:54:55,server_1,401.53,353.4
20:54:55,server_6,1648.74,1493.2
20:54:55,server_7,614.12,753.59
20:54:55,server_8,155.34,155.95
20:54:55,server_5,31.89,37.66
20:55:00,server_12,844.2,705.72
20:55:00,server_20,1237.88,1463.21
20:55:00,server_19,87.35,109.42
20:55:00,server_18,991.47,1038.67
20:55:00,server_17,0.0,0.0
20:55:00,server_16,556.45,679.13
20:55:00,server_15,333.73,299.85
20:55:00,server_14,451.6,532.52
20:55:00,server_13,219.37,209.87
20:55:00,server_11,571.52,707.74
20:55:00,server_3,567.86,701.64
20:55:00,server_9,546.61,573.73
20:55:00,server_10,492.16,526.3
20:55:00,server_2,18898.03,16082.6
20:55:00,server_4,620.15,413.22
20:55:00,server_1,534.3,728.18
20:55:00,server_6,10892.53,9665.55
20:55:00,server_7,453.24,345.66
20:55:00,server_8,560.95,727.1
20:55:00,server_5,347.56,347.21
20:55:05,server_12,19794.53,17052.73
20:55:05,server_20,848.32,928.73
20:55:05,server_19,785.57,1049.47
20:55:05,server_18,276.12,343.33
20:55:05,server_17,3756.76,3241.96
20:55:05,server_16,2.72,1.75
20:55:05,server_15,270.03,209.94
20:55:05,server_13,644.56,625.93
20:55:05,server_11,759.51,803.89
20:55:05,server_14,34.33,19.99
20:55:05,server_9,142.77,150.82
20:55:05,server_2,9748.96,10817.62
20:55:05,server_3,4786.12,4361.45
20:55:05,server_4,535.82,285.92
20:55:05,server_5,161.72,214.56
20:55:05,server_1,839.09,1016.45
20:55:05,server_10,417.64,252.04
20:55:05,server_7,175.08,148.08
20:55:05,server_8,17351.64,14240.74
20:55:05,server_6,2944.36,3062.39
20:55:10,server_12,581.3,414.61
20:55:10,server_19,233.32,197.44
20:55:10,server_18,948.68,1009.79
20:55:10,server_17,439.26,401.68
20:55:10,server_16,892.46,1086.71
20:55:10,server_15,508.72,581.67
20:55:10,server_14,148.27,206.04
20:55:10,server_13,518.55,663.94
20:55:10,server_11,13894.79,12837.64
20:55:10,server_20,49.03,25.01
20:55:10,server_9,222.56,259.86
20:55:10,server_1,4675.12,4528.32
20:55:10,server_2,394.2,261.51
20:55:10,server_3,617.44,794.46
20:55:10,server_4,302.79,387.17
20:55:10,server_10,893.23,529.64
20:55:10,server_6,19797.05,19912.01
20:55:10,server_7,3525.86,4141.28
20:55:10,server_8,327.84,406.83
20:55:10,server_5,50.04,70.12
20:55:15,server_11,5185.47,5543.93
20:55:15,server_19,816.34,506.06
20:55:15,server_18,50.77,57.4
20:55:15,server_17,879.13,1137.32
20:55:15,server_16,77.67,46.29
20:55:15,server_15,711.31,529.7
20:55:15,server_14,215.82,236.02
20:55:15,server_13,72.87,74.27
20:55:15,server_12,553.61,296.69
20:55:15,server_20,457.53,300.41
20:55:15,server_10,300.3,234.75
20:55:15,server_8,845.87,954.64
20:55:15,server_7,620.33,564.57
20:55:15,server_6,1022.34,1128.65
20:55:15,server_5,857.87,944.08
20:55:15,server_4,140.24,203.56
20:55:15,server_3,79.27,40.05
20:55:15,server_2,841.24,481.45
20:55:15,server_1,156.54,208.27
20:55:15,server_9,627.76,349.41
20:55:20,server_13,856.27,603.56
20:55:20,server_14,1006.66,1265.59
20:55:20,server_15,495.45,410.83
20:55:20,server_16,2983.92,3227.61
20:55:20,server_20,539.39,394.75
20:55:20,server_18,481.84,392.63
20:55:20,server_19,273.79,293.37
20:55:20,server_12,1823.42,2163.71
20:55:20,server_17,929.89,963.18
20:55:20,server_11,861.01,440.28
20:55:20,server_4,22.72,18.76
20:55:20,server_9,900.43,684.93
20:55:20,server_10,523.47,520.01
20:55:20,server_2,445.65,292.55
20:55:20,server_3,314.18,199.92
20:55:20,server_1,192.88,204.12
20:55:20,server_6,1043.21,1361.13
20:55:20,server_7,15.25,17.42
20:55:20,server_8,885.88,1292.61
20:55:20,server_5,869.26,1182.14
20:55:25,server_20,496.09,509.14
20:55:25,server_19,544.35,550.28
20:55:25,server_18,419.88,563.69
20:55:25,server_17,170.3,237.92
20:55:25,server_16,14584.21,15634.98
20:55:25,server_15,550.79,582.56
20:55:25,server_14,273.3,156.2
20:55:25,server_12,215.51,157.18
20:55:25,server_11,963.65,498.6
20:55:25,server_13,12088.36,11858.42
20:55:25,server_9,152.71,174.02
20:55:25,server_10,3953.51,3538.5
20:55:25,server_2,897.64,972.34
20:55:25,server_3,368.28,270.13
20:55:25,server_4,944.63,1172.04
20:55:25,server_1,818.26,1142.25
20:55:25,server_6,13696.9,15817.58
20:55:25,server_7,10278.56,11261.14
20:55:25,server_8,222.6,116.64
20:55:25,server_5,904.38,912.73
20:55:30,server_12,802.32,567.13
20:55:30,server_20,1488.94,1197.48
20:55:30,server_19,2.93,3.83
20:55:30,server_18,14987.82,13364.04
20:55:30,server_17,4706.77,3934.41
20:55:30,server_16,275.77,401.88
20:55:30,server_15,925.33,1118.7
20:55:30,server_14,599.23,633.93
20:55:30,server_13,141.71,138.4
20:55:30,server_11,163.6,167.68
20:55:30,server_3,388.67,288.67
20:55:30,server_9,178.79,225.03
20:55:30,server_8,1065.24,1324.24
20:55:30,server_7,169.48,199.57
20:55:30,server_6,525.09,779.84
20:55:30,server_5,214.12,310.77
20:55:30,server_4,966.98,1258.96
20:55:30,server_2,854.53,1028.29
20:55:30,server_1,183.73,273.1
20:55:30,server_10,2857.17,2315.69
20:55:35,server_15,122.86,83.42
20:55:35,server_14,515.7,728.98
20:55:35,server_16,35.55,46.34
20:55:35,server_17,362.7,379.39
20:55:35,server_3,3589.49,4239.95
20:55:35,server_19,4204.15,3378.1
20:55:35,server_13,82.14,109.31
20:55:35,server_20,483.1,666.08
20:55:35,server_18,555.78,442.77
20:55:35,server_12,19.06,26.45
20:55:35,server_1,428.08,533.8
20:55:35,server_10,162.75,122.95
20:55:35,server_2,862.36,1193.14
20:55:35,server_4,894.89,698.41
20:55:35,server_5,384.66,489.03
20:55:35,server_11,310.27,274.22
20:55:35,server_7,13289.09,11269.69
20:55:35,server_8,18730.01,21325.74
20:55:35,server_9,389.13,520.76
20:55:35,server_6,335.31,448.7
20:55:40,server_12,215.05,157.95
20:55:40,server_19,948.78,1192.48
20:55:40,server_18,535.88,281.58
20:55:40,server_17,0.0,0.0
20:55:40,server_16,826.41,878.36
20:55:40,server_15,422.28,247.78
20:55:40,server_14,1017.1,1264.55
20:55:40,server_13,567.73,376.39
20:55:40,server_20,641.24,437.74
20:55:40,server_11,332.32,269.75
20:55:40,server_9,550.58,341.68
20:55:40,server_8,414.37,291.39
20:55:40,server_7,219.89,274.72
20:55:40,server_6,1030.09,623.62
20:55:40,server_5,374.15,201.37
20:55:40,server_4,968.71,1366.56
20:55:40,server_3,169.62,241.87
20:55:40,server_2,1077.63,1497.05
20:55:40,server_1,74.21,109.08
20:55:40,server_10,2645.65,2727.86
20:55:45,server_12,675.03,372.06
20:55:45,server_13,767.06,452.16
20:55:45,server_14,677.22,956.41
20:55:45,server_15,131.27,161.08
20:55:45,server_11,291.43,363.82
20:55:45,server_17,594.34,732.37
20:55:45,server_18,106.96,81.32
20:55:45,server_19,407.1,493.07
20:55:45,server_16,559.55,366.89
20:55:45,server_20,12283.75,11868.41
20:55:45,server_10,6241.1,5265.01
20:55:45,server_8,392.57,226.7
20:55:45,server_7,580.61,698.04
20:55:45,server_6,428.99,324.96
20:55:45,server_5,223.93,290.22
20:55:45,server_4,0.0,0.0
20:55:45,server_3,115.76,77.8
20:55:45,server_2,193.53,226.43
20:55:45,server_1,9566.19,8744.6
20:55:45,server_9,300.58,256.4
20:55:50,server_13,432.14,481.03
20:55:50,server_14,7.15,6.82
20:55:50,server_15,841.83,1003.19
20:55:50,server_16,844.7,1042.01
20:55:50,server_20,248.11,368.11
20:55:50,server_18,927.4,500.17
20:55:50,server_19,216.17,148.69
20:55:50,server_12,463.02,270.49
20:55:50,server_17,962.64,1129.5
20:55:50,server_11,3636.17,4128.18
20:55:50,server_10,897.12,1230.01
20:55:50,server_9,325.35,205.89
20:55:50,server_2,417.86,462.21
20:55:50,server_3,897.05,1280.89
20:55:50,server_4,309.82,166.26
20:55:50,server_1,15289.69,12843.41
20:55:50,server_6,1962.97,1841.19
20:55:50,server_7,642.11,365.83
20:55:50,server_8,4299.25,4463.63
20:55:50,server_5,477.83,588.2
20:55:55,server_12,479.22,659.13
20:55:55,server_19,558.37,353.92
20:55:55,server_18,887.38,1050.59
20:55:55,server_17,35.79,49.88
20:55:55,server_16,375.63,241.97
20:55:55,server_15,2373.46,2726.12
20:55:55,server_14,989.69,827.29
20:55:55,server_13,291.86,258.46
20:55:55,server_11,851.85,636.98
20:55:55,server_20,261.95,293.33
20:55:55,server_9,563.31,338.03
20:55:55,server_1,4508.79,4212.09
20:55:55,server_2,287.57,417.86
20:55:55,server_3,669.34,790.31
20:55:55,server_4,537.3,458.09
20:55:55,server_10,422.9,618.4
20:55:55,server_6,243.59,332.18
20:55:55,server_7,521.18,614.39
20:55:55,server_8,43.05,56.7
20:55:55,server_5,57.58,74.47
20:56:00,server_12,3850.05,3754.33
20:56:00,server_19,13562.76,11923.85
20:56:00,server_18,6220.87,5468.57
20:56:00,server_17,4353.71,4715.94
20:56:00,server_16,651.84,478.19
20:56:00,server_15,915.15,1281.21
20:56:00,server_14,497.5,566.15
20:56:00,server_13,310.77,463.85
20:56:00,server_11,306.72,284.01
20:56:00,server_20,536.59,709.98
20:56:00,server_9,440.77,587.53
20:56:00,server_1,154.16,204.01
20:56:00,server_2,704.02,880.36
20:56:00,server_3,155.31,88.11
20:56:00,server_4,76.7,101.55
20:56:00,server_10,581.26,373.72
20:56:00,server_6,1019.39,1127.1
20:56:00,server_7,1.13,0.98
20:56:00,server_8,275.44,324.93
20:56:00,server_5,13321.05,11708.71
20:56:05,server_11,218.0,151.61
20:56:05,server_19,2883.5,2988.08
20:56:05,server_18,251.85,278.55
20:56:05,server_17,3349.59,3488.81
20:56:05,server_16,346.47,420.2
20:56:05,server_15,1006.9,595.44
20:56:05,server_14,537.41,561.05
20:56:05,server_13,415.45,415.67
20:56:05,server_12,504.6,374.03
20:56:05,server_20,208.49,302.98
20:56:05,server_10,939.71,695.65
20:56:05,server_8,8886.48,7542.39
20:56:05,server_7,963.07,1016.69
20:56:05,server_6,7950.3,8048.39
20:56:05,server_5,601.57,571.42
